 DÉCADA 1990-1999,,,,,,,,,,,,
,,,DESCRIPTORES,,,ESTRUCTURA INTERNA,,,,,,
MXIM-AV-1-11-141,The Lumière Brothers´First Films (Los primeros filmes de los hermanos lumiere),,"Hermanos Lumière, ",Francia: Lyon.,,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,,
MXIM-AV-1-11-142,The maya,,,,,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,VHS,
MXIM-AV-1-11-143,The Nineties. All your kisses are mine,"A partir de la historia de vida de 3 mujeres inglesas se hace una descripción de la vida cotidiana y de los acontecimientos más importantes de la historia del siglo XX, así como la forma en que estos afectaron sus vidas.",,,,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,VHS,
MXIM-AV-1-11-144,The other shore,"Con base en una recopilación y montaje de un rico acervo fílmico, un equipo de investigación pretense reconstruir, con base en dichos registros, la vida de una familia de judíos húngaros y sus peripecias para sobrevivir a la persecusión nazi antes y durante la Segunda Guerra Mundial. También se incluyen algunos trabajos de dramatización y representación en los que se da cuenta gráficamente de cada una de las etapas por la que la familia, y junto con ella, la nación entera, enfrentaba los embates de una sangrienta guerra, sin precedente alguno, en el que ante todo, la supervivencia era lo más importante por el amor a la familia y a la vida.",,,,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,VHS,
MXIM-AV-1-11-145,The social life of small urban spaces,"Un pequeño grupo de observadores, la ""Street Life Project"", tiene por objeto estudiar cómo la gente usa los parques y plazas de la ciudad. Con la ayuda de time-lapse filmación consideran que lo que hace que un lugar de trabajo son los elementos básicos - un lugar en donde sentarse, por ejemplo, la alimentación, el sol, un espectáculo que pasa.",,,,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,VHS,
MXIM-AV-1-11-146,The Time Machine,,"Jeanne Beausoleil, Albert Kahn, Peter Forgács, László Dudás, Daniel Eisenberg, Barbara Duden, ","Francia: Lyon, Albert Kahn Museum. Estados Unidos: New York, Chicago. Peking. Tunesia. Mogolia: Ourga. Bretaña. Praga. China. Siberia. Budapest. Hungría. Alemania: Berlín. Bucarest.","1899, 1996,  1909, 1931, 1929, 1920, 1919, 1912, 1913, 1956, 1945, 1932, 1933, 1934, 1936, 1937, 1938, 1939, 1940, 1958, 12, 25 de diciembre de 1989 ",Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,,
MXIM-AV-1-11-147,Tiempo de zafra,"La migración de los indígenas de la montaña de Guerrero a los ingenios azucareros de Morelos es una práctica cíclica que realizan gran parte de los agricultores después de concluir las labores de cultivo y cosecha de sus siembras. El documental aborda las condiciones laborales del trabajo que realizan en el corte de caña, la estancia en los albergues y su vida cotidiana.",,,,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,VHS,
MXIM-AV-1-11-148,Todos somos Marcos,"El 9 de febrero de 1995, el gobierno de Zedillo ordena capturar al subcomandante Marcos y otros dirigentes del EZLN. Este docuemntal da cuenta de estos hechos y muestra imágenes tanto del despliegue militar en chiapas, como de la movilización ciudadana que detiene la persecusión en contra de los zapatistas. ","Carlos Salinas de Gortari, Ernesto Zadillo, Luis Javier Garrido, Eduardo Robledo, Amado Avendaño, Jaime Serra, Jorge Calderón, Samuel Ruiz, Cuauhtémoc Cárdenas, subcomandante Marcos, Andrés Manuel López Obrador, Roberto Madrazo, Antonio Lozano, Bill Clinton, Muñoz rocha, Cabal Peniche, Ana Lilia Zapeda, Rafael Sebastían Guillén, Elisa Benavides, Jacobo Zabludovsky, Lolita Ayala, Ofelia Medina, Mari Claire Acosta, Ilán Semo, Julio César Ruiz Ferro","México: Chiapas: Tuxtla Gutiérrez, Aguascalientes, San Cristóbal de las Casas. Ciudad de México: zócalo. Tabasco: Villahermosa. Veracruz: San Andrés Tuxtla.","1, 6, 19 diciembre 1994, 17 enero 1995, 9 febrero de 1995",Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,,Comunicado del EZLN en voz de la comandante Ramona
MXIM-AV-1-11-149,Tradición o modernidad: reto de una generación,"Testimonio de quien, preocupado por el rescate del Centro Histórico de la ciudad de México, reflexiona acerca de cómo su formación familiar y académica lo condujeron por los caminos de la restauración. ""…que se propicie la restauración de un fragmento de un barrio, de varias manzanas y que todo el ambiente urbano sea la respuesta de la restauración integral"". Luis Ortiz Macedo",Luis Ortiz Macedo,"Ciudad de México, Centro Histórico",1991-1996,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,VHS,
MXIM-AV-1-11-150,Un beso a esta tierra,"Esta imaginativa y fascinante película habla de la inmigración judía a México en los años veintes y treintas del siglo veinte. Es una historia real, estupendamente narrada por los mismos personajes que llegaron a México dejando atrás sus comunidades en Turquía, Polonia, Síria y Ucrania. Es un homenaje a la  generación de estas personas, quienes reviven su pasado hablando de los sueños que los impulsaron a abandonar sus hogares, de los obstáculos que tuvieron que vencer en el camino y de la forma en que han preservado la riqueza de sus costumbres y tradiciones, adaptándolas con agradecimiento a esta tierra.","Zelig Schñadower, Aaron Olivensky. Moises Amkie, Abraham Goldberg, Susana Sevilla, Jose Broitman, Clara Bialik, Francisco Villa","Ucrania. México: Veracruz, Morelos: Cuautla, Cuernavaca,  Ciudad de México: Xochimilco, Parque México, Centro Histórico, Ciudad Universitaria, Reforma, Palacio de Bellas Artes, Torre Latinoamericana. Oaxaca: Santa María del Tule. Siria. Turquía: Estambul. Polonia. Alemania: Berlín. Cuba.","1908, 1920, 1992, 1917, 1915, 1907, 1902, 1927, 1928, 1930, 1923, 1924, 1925, 1926, 1941, 1950, 1990, 1967",Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,,
MXIM-AV-1-11-151,Un pueblo en la memoria,"Historia oral de Mixcoac: un pueblo que, abruptamente convertido en colonia urbana, permanece en la memoria. Porducción basada en las entrevistas de historia oral realizadas entre 1991 y 1994 a 28 vecinos de Mixcoac, ciudad de México.","Victor Serralde, Ma. Elena Canale, Salvador Fernández, Florentino Espinoza, Angel Hernández, Guillermo Besserer, Guadalupe Martínez, Renee Alatorre, Sara E. Melendez, Angeles Gracia, Pascual Martínez, Ramón Alatorre, Edgar Kiehnle, Paz Vertiz, Roberto Mancilla, Matilde Reyes, Salvador Altamirano, Hilda Castillo, Willi Frehoff, Carlos Prieto, Gerardo Necoechea, Guadalupe Rendón, Luisa Benard, Carolina Campero.",México: Ciudad de México: Mixcoac: La Castañeda,"1990-1994, 1936. ",Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,,
MXIM-AV-1-11-152,"Un puente a la esperanza, entrevista con Marcos","Entrevista cn el Sub Marcos en la que analiza la reliación del EZLN con la Sociedad Civil, a través de las cuatro Declaraciones de la Selva Lacandona. Imágenes inéditas de la sociedad civil que también ha dicho ¡basta!. Testimonio de la lucha civil y pacífica del pueblo mexicano. ","subcomandante Marcos, Carlos Montemayor, cuauhtémoca cárdenas, rosario Ibarra, Andrés Manuel López Obrador, Profirio Muñoz Ledo, comandante David, comandante Tacho, Cristian Calónico","México: chiapas: Aguascalientes. Ciudad de México: zócalo, Reforma.","14 de junio de 1994, 1 enero de 1995, 1 enero de 1996, marzo de 1996",Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,,
MXIM-AV-1-11-153,"UNAM, Memoria del caos. La huelga X","La huelga de la UNAM vista desde adentro. Reflexión acerca del conflicto a partir del estallamiento de la huelga y el análisis del pliego petitorio de los estudiantes. Imágenes exclusivas del CGH en acción, los ultras y los moderados. El aparato de espionaje y represión de Rectoría. ¿Es ésta una estrategia de fin de siglo para acabar con la UNAM?",,,,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,VHS,
MXIM-AV-1-11-154,"Unión Provisa, una aventura para contarse","Documental de 40 minutos sobre la experiencia de los trabajadores de una Union Provisa quienes despues de un largo proceso, lograron volverse dueños de su fuente de trabajo. Llevan 15 años administrando su propia empresa.",,,,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,VHS,
MXIM-AV-1-11-155,"Viaje al centro de la selva, memorial zapatista (ene-ago 1944)","Justo al iniciarse 1994 en chiapas, estado del sureste mexicano, se produjo un levantamiento armado. El país se conmovió ante la irrupción de un grupo mayoritariamente indígena llamado: Ejército Zapatista de Liberación Nacional. Desde la entrada de los rebeldes a san Cristóbal de las Casas, ARGOS comenzó un registro en video de ese movimiento. Algunos de estos materiales -como la primera entrevista concedida en la selva por el sub-comandante Marcos- se han difundido, parcialmente en México y en el mundo a través de distintas estaciones de televsión. Sin embargo el grueso del material ha permanecido inédito.  ""Viaje al centro de la selva, Memoria zapatista"" es una crónica, un registro documental que corre desde los primeros momentos del alzamiento hasta la Convsención Nacional Democrática que se celebró en un lugar rebautizado como Aguascalientes, Chiapas, del 6 al 9 de agsto de 1994 con la asistencia de más de 6,000 delegados de todo el país. Este docuemtno periodístico pretende capturar, desde el centro mismo de la sleva, donde nace y se desarrolla el EZLN, un momento de la historia contemporánea de México.","subcomandante Marcos, Miguel a. Godinez, Manuel Camacho, Carlos Salinas de gortari, Rigoberta Menchú, Samuel Ruiz, comandante David, comandante Ramona, comandante Isaac, comandante Tacho, Pablo González Casanova, Rosario Ibarra","México: Chiapas: San Cristóbal de las Casas, Las Margaritas, altamirano, Ocosingo. Ciudad de México: zócalo",1 de enero al 9 de agosto de 1994,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,,
MXIM-AV-1-11-156,"Los ferro, The railway men","Este programa, rodado en un pueblo pequeño de la Patagonia, documenta la vida de tres genraciones de ferroviaros que trabajaron en Ferrocarriles argentinos desde comienzo de siglo hasta el presente. Ellos cuentan sus vidas y experiencias enseñándonos una valiosa y única visión de la Historia argentina del siglo XX. ","Rómulo Laurín, Rómulo Laurín hijo, Juan Domingo Perón, Eva Perón, Rosa de Laurín, María del Carmen de Laurín, Sandra de Laurín, Marcela Laurín, Rita de Laurín, Pipino Laurín",Argentina: Patagonia: Río Negro,"junio de 1994, 1914, 1993, agosto de 1984, 1937. ",Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,,
MXIM-AV-1-11-157,Acariño galaico de Barro,"Tercera parte del Tríptico Elemental de España realizado por José Val del Omar y compuesto por Aguaespejo granadino, Fuego en Castilla y Acariño galaico. Este film fue reconstruido y completado en 1995 por Javier Codesal, para la Filmoteca de Andalucía, a partir del montaje y la sonorización que Val del Omar había perfilado antes de su muerte. (FILMAFFINITY)",Arturo Baltar,"Santiago,  plaza del Obradoiro, el frontal de la catedral, el Pórtico de la Gloria, Plazuela de animas",1961-1962,Película documental,Cine experimental,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,,
MXIM-AV-1-11-158,Senhora aparecida,"In the Portuguese village of Senhora Aparecida, an industrial area near Oporto, the annual festival that takes place every 15th of August is being prepared. The biers that reach fifteen meters high and which are carried by 70 men are being erected and decorated. The penitents order the coffins that will carry them, in a procession, to the chapel as is the secular tradition. The Portuguese film crew arrives with the intention of filming this spectacular festival. However, another dramatic story is about to unfold and the filmmakers are there to document events as they happen.A new, young priest arrives to take over their parish and he has his own ideas about how religion should be practiced in the town. He is ""modern"" (in one scene we can see his desk top computer in the background). He wants to put an end to the coffins procession. Conflict is inevitable.Strikingly filmed with a sense of tension which captured the drama inherent in the situation, Senhora Aparecida has been singled out for attention at many international film festivals.http://der.org/films/senhora-aparecida.html",,"Portugal: Aparecida, Lousada",Agosto de 1993.,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,,
MXIM-AV-1-11-159,Ignacio Retes. Caminante del teatro,,"Ignacio Retes, Luis de Tavira, Ignacio López Tarso, José Sole, Juan Soriano, Felida Medina, Gabriel Retes, Vicente Leñero, Luzila Balzaretti, Pilar Campesino, Alejandro Luna, Manuel Colunga,  ",México,,Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,,
MXIM-AV-1-11-160,"Un archivo fotográfico, discurso de la imagen",,"E. Antos Abreu (fotógrafo), Miguel Brito (fotógrafo)",España: Islas Canarias: Santa Cruz de la Palma,"1908, 1901, 1920, 1898, 1899, 1910, 1906, 1903, 1949, 1850,  1902. ",Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-161, El verdadero Porfirio Díaz,"Los efebos aduladores, los turiferarios de la lisonja, de la hipérbole, han dicho en todos los panegíricos y en el diapasón de los loores, que sois inmaculado, perfecto, infalible; que, como Dios en todas partes, sois en México omnisciente, omnipresente, omnipotente. Esto parece una blasfemia, señor Gernal Dìaz. Para los del bando opuesto, para los dinamiteros del pensamiento, para los anarquistas de la palabra, sois un histrión político, un embaucador civil, un verdugo del Pueblo: un tirano vulgar. Esto parece otra blasfemia, señor General Díaz. ¿Se puede ser redentor y verdugo a un tiempo mismo? ","Porfirio Díaz (presidente de México), Jesús Vargas (profesor de Historia regional, Chihuahua), Heriberto Frías (militar porfirista), Teresa Urrea, Hermanos Flores Magón,  Cruz Chávez, Reyes Domínguez (cacique de Guerrero), General José María Rangel (militar porfirista), Simón Amaya (revolucionario de 1893), Pedro Chaparro (revolucionario), Lauro Aguirre (movimiento de los teresistas), Adolfo Carrasco (Historiador de Parral, Chihuahua), Fderico Stanford (empresario), Jes´ús O. chávez (impresor, investigador de historia, Parral, Chiuahua),  Pedro de Alvarado (empresario minero), Doña Carmen Romero Rubio de Díaz, Antonio de Canini (arquitecto), Capitan Josñe maría Varela, Parral, Chiuahua), Doña Paula Rivero (vecina de Satevó, Parral).  Justo Sierra (Ministro de Educación), José Yves Limantour (Ministro de Hacienda), Ramón Corral (Vicepresidente),  General Manuel González (Ministro de Guerra), Federico Zeta Mena (Ministro de Comunicaciones), William Howard Taft (presidente de Estados Unidos), General Maclovio Herrera (revolucionario carrancista), Pascual Orozco (jefe revolucionario), Francisco Villa (jefe revolucionario), Venustiano Carranza (presidente de México, 1917-1920), Coronel Trillo, Melitón Lozoya (asesino de Villa), ","México: Chihuahua: Ciudad Juárez, Tomochic, Parral: Palacio Alvarado. Ciudad de México: La Villa de Guadalupe. Veracruz, Palacio de Minería, Cámara de Diputados, Palacio Nacional. Oaxaca: Tehuantepec, Salina Cruz. Zacatecas. Durango: Hacienda de Canutillo.  Estados Undos: Texas: Brownsville. ","1900 (registros filmico y fotografía), 1891-1892 (guerra de Tomochic, Chihuahua), 1893 (siguen levantamientos en el norte de México), 1896 (elaboración del Plan del Partido Progresista y Reformador de México), 1907 (inauguración del ferrocarril de Tehuantepec), 1911 (Motín frente a Palacio Nacional), 20 de julio 1923 (asesinato de Villa y Trillo). ",video  documental,histórico,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-162,Villista de hueso colorado,"De los hombres de la Revolución Mexicana, Francisco Villa es el que más invita a ser pintado, porque es un producto sincero de la vida, un trozo humano de poderosos lineamientos. Es de aquellos sujetos que no se pueden arrancar de la fantasía popular, porque en ellos ese sentir se reconoce a sí mismo y se defiende tenazmente. ","Don Patrocinio Ruíz Fierro (vecino de Satevó), General Rodolfo Fierro (revolucionario villista), Luz Corral Fierro (esposa de Villa),  Capitán José María Varela (vecino de Parral), Austreberta Rentería (esposa de Villa), Aquiles Serdán (revolucionario maderista), Doña Paula Rivero (vecina de Satevó), Raúl Madero (hermano de Francisco I. Madero), General Cosio Robelo, General Fernando Trucy Aubert, General Maclovio Herrera, Familia Terrazas (dueños de la Quinta Carolina), Jesús Vargas Valdez (profesor de Historia regional), Francisco I. Madero (presidente de México, 1911-1913), Pascual Orozco hijo (revolucionario mexicano), Victoriano Huerta (militar, presidente de México, 1913-1914), General Francisco Villa (jefe revolucionario),  Doña Paula Rivero (vecina de Satevó),  General Emiliano Zapata Salazar (jefe revolucionario), Don Álvaro Terrazas (vecino de Satevó), José María Pino Suárez (vicepresidente de México, 1911-1913), General Manuel Chao (gobernador del Estado de Chihuahua después de Villa), Don Abraham González (militar), Claro Reza (revolucionario), José Pagés (periodista de ""El Heraldo""), ","México: Chihuahua: Satevó, Parral, Ciudad Juárez, Ojinaga. Ciudad de México: Palacio de Lecumberri, Panteón francés, Plazuela de Lindavista.  ","septiembre 1910 (fiestas del centenario de la independencia), 1913 (fuerza en el movimiento villista), 9 dciembre de 1913 (Villa es gobernador de Chihuahua), 1910 (Villa mata a Claro Reza), 1912 (Villa es detenido y dirigido a la ciudad de México),  1914 (Villa y Zapata entran a la Ciudad de México), ",video  documental,histórico,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-163,Seki Sano. Vida y teatro,,"Seki Sano, Ignacio Retes, Ana Ofelia Murguía, Mercedes Pascual, Graciela Doring, Peggy Mitchel, Michiko Tanaka, Takako Imamura, José Carlos Ruíz, Juan Felipe Preciado, Abraham Stavans, Wolf Ruvinskins, Jorge Berry, Eduardo Palomino, Edmundo Arreguín, ",México,"1923 (terremoto Japón), 1931 (Seki Sano abandona Japón), 1939 (Seki Sano viaja a México),  1966 fallecimiento de Seki Sano),",Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-164,Danzón dedicado al teatro mexicano,,,México,,Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-165,Guerras e imágenes,"Documental de investigación que sugiere cómo los medios (fotografía, prensa, cine y televisión) en un juego de espejos, han ido a la par con el desarrollo de la tecnología militar y los apetitos expansionistas de los gobiernos estadounidenses.","Esteban F. Austin, William Christy Cabanne, George Wilkins, Iturbide,  Sam whouston, Antonio López de Santa Anna, Zacari Taylor, William S. Henry, Samuel Ride, Henry Clay, Louis Daguerre, General Wood, Valentín Gómez Farías, Abraham López, Van Der Linden, General Scott, Carlos María de Bustamante, ","Estados Unidos: Boston, New York, Louisiana, La Florida, Texas, California. México: Chihuahua: Camargo: Plaza de Camargo, Ciudad de México: Castillo de Chapultepec. Monterrey, Saltillo. Matamoros, San Luis Potosí,Veracruz: San Juan de Ulúa, Jalapa: Cerro Gordo. Puebla. Padierna.","julio, 13 septiembre de 1847, 1803, 1824, 1916, 1836,  1847-1848, 1851, 24 de febrero de 1847,  17 de febrero de 1849,  1819, 1824, 6 de marzo de 1836, 1916, 1846, 1845, 24 septiembre de 1846, 1839, marzo de 1847 ",Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-166,Gringo: Estados Unidos retrata a su vecino mientras lo invade,"La Guerra de Anexión 1846-1848, vista por dibujantes, daguerrotipistas y pintores mexicanos y estadounidenses.","Esteban F. Austin, William Christy Cabanne, George Wilkins, Iturbide,  Sam whouston, Antonio López de Santa Anna, Zacari Taylor, William S. Henry, Samuel Ride, Henry Clay, Louis Daguerre, General Wood, Valentín Gómez Farías, Abraham López, Van Der Linden, General Scott, Carlos María de Bustamante, ","Estados Unidos: Boston, New York, Louisiana, La Florida, Texas, California. México: Chihuahua: Camargo: Plaza de Camargo, Ciudad de México: Castillo de Chapultepec. Monterrey, Saltillo. Matamoros, San Luis Potosí,Veracruz: San Juan de Ulúa, Jalapa: Cerro Gordo. Puebla. Padierna.","julio, 13 septiembre de 1847, 1803, 1824, 1916, 1836, 1847-1848, 1851, 24 de febrero de 1847, 17 de febrero de 1849,  1819, 1824, 6 de marzo de 1836, 1916, 1846, 1845, 24 septiembre de 1846, 1839, marzo de 1847",Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-167,Greaser: La Revolución Mexicana y la industria de las imágenes,"La Revolución Mexicana de 1910, como laboratorio para el desarrollo de la industria del entretenimiento.","Thomas Alva Edison, Pancho Villa, Margaret Holbrook, Carl Rice, Caryl Rhys Pryce, Porfirio Díaz, Francisco I. Madero,  Henry L. Wilson, Woodrow Wilson, Félix Díaz, Victoriano Huerta, Pino Suárez, Charles Rosher (alias Charles Pryor), John Reed,  Douglas Fairbanks, Edith O´Shaugnessy, Jack London, Emiliano Zapata, Cal Osbon, Venustiano Carranza, Álvaro Obregón, General Pershing,  ","Estaods Unidos: California. México: Tijuana, Chiuahua: Ojinaga, Carrizal. Tampico. Veracruz. Texas: Olmito.  Nuevo México: Columbus.","1898, 7 de mayo de 1911, 1912, 1913, 1914, 1917, 1847, 21 de abril de 1914, 1915, 9 de marzo de 1916",Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-168,Amigo (los vecinos se convierten en aliados),"La colaboración forzada de México con los paises aliados durante la Segunda Guerra Mundial desemboca en el apogeo del nacionalismo mexicano, influido por Nelson Rockefeller.","Walter Litman, Álvaro Obregón, Plutarco Elías Calles, Franklin Roosvelt, Diego Rivera, Pablo O´Higgins,  Isamo Nobuchi, Lázaro Cárdenas, Miguel Covarrubias, José Clemente Orozco,  Henry Wallance, Mario Moreno (Cantinflas), Manuel Ávila Camacho, Nelson Rockefeller, Pedro Armendariz, Abelardo L. Rodriguez, Pedro Vargas, Miguel Alemán, ","Estados Unidos: Washington. México: Ciudad de México: Zócalo, El Caballito. Monterrey.. Bolivia. Alemania. Italia. Japón.","1911-1930, 1925, 1936, 1933, 1922, 1940, 1941, 1943, Mayo de 1942, 1945 ",Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-169,Ilegal (la frontera como juego de guerra),"La televisión y el cine comerciales estadounidenses, convierten a la frontera entre dos países en una zona de guerra. En video independiente muestra otra cara.","Luis Donaldo Colosio, Ronald Reagan, George Bush, Sam Bowie, David Croquet,  Marco Antonio López, Comandante Arciniegas","Estados Unidos: San Diego, California: Los Ángeles: River Side. Washington. México: Tijuana.","1960, 1969, 1991, 1970, 1980, 1992, 1824, mayo de 1994, abril de 1996, 1990-1995, 2003 ",Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-170,a.k.a. Don Bonus,"Cambodian-born Sokly ""Don Bonus"" Ny struggles to graduate from high school and survive the realities of San Francisco´s housing projects. Don shares these experiences, his personal feelings, and his hopes as the year progresses. Ultimately, ""a.k.a. Don Bonus"" becomes a story of triumph and survival from the perspective of one of america´s newest arrivals.","Sokly ""Don Bonus"" Ny, Oun Chen, Chenda Ny, Chandara Ny, Bunna Ny, Pagna Ny, Thou Ny, Touch Ny, David Mark, Eric Tang, Narin Phort, Phalla Tess","Estados Unidos: California: San Francisco: Galileo High School, Tenderloin District, Sunset District. Cambodia","1979, 1993",Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,Director commentary
MXIM-AV-1-11-171,Kelly loves Tony,"Oakland, California… She´s a straight-A student with dreams of college, he´s trying to leave gang life behind. Together this young Mien couple creates a video diary of their struggles with parenthood, jobs, school, family, and the law.","Kelly Saeteurn, David Kakishiba (executive director, east bay Asian Youth Center), ","Vietnam. Estados Unidos: California: Richmond, Oakland",,Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,Director commentary
MXIM-AV-1-11-172,Mer dare ó Nas vek,Un tren avanza hacia el fin. Pelechian y su cámara se hacen invisibles para captar los rostros de los pasajeros que emigran hacia Moscú. Algo que comienza. Un viaje que transcurre. Algo que finaliza.http://www.divxclasico.com/foro/viewtopic.php?t=48100,,Rusia: Moscú,,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-173,Konec,"Vida trae consigo el nacimiento del color en los films de Pelechian. Su mirada, esta vez, se centra en la figura de una mujer en la sala de parto. http://www.divxclasico.com/foro/viewtopic.php?t=48100",,,,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-174,Caravaggio: El tocador del Laud,,"Michelangelo Merisi ""Caravaggio"" (pintor italiano de El tocador de Laúd),  Arcaldet (compositor holandés), Cardenal del Monte (diplomático), ",Risua: The State Hermitage Museum St. Petersburg,1596 (año en que Caravaggio pintó El tocador del laúd). ,Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-175,Lucas Cranach: Venus and Cupid,,"Lucas Cranach (pintor alemán de Venus y cupido), Teócrito (poeta clásico griego),  Boticcelli (pintor), Federico el Sabio, Juan  el Constante, Juan Federico el Magnánimo, Martín Lutero (reformador protestante), ",Rusia: The State Hermitage Museum St. Petersburg,1509 ( año en que Cranach pintó Venus y cupido).,Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-176,Paul Gauguin: Sweet Dreams,,"Paul Gauguin (pintor francés de ""Nave Nave Moe"" ó ""Dulces sueños""), ",Rusia: The State Hermitage Museum St. Petersburg,"1894 (año en que Gauguin pintó Dulces sueños), 1897 (visita de Gauguin a las Islas del Pacífico), ",Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-177,Bartolome Murillo: The rest on the flight into egypt,,"Bartolomé Murillo (pintor español de El descanso en la huida a Egipto),  Catalina la Grande (emepratriz de Rusia), ",Rusia: The State Hermitage Museum St. Petersburg,1760 (compra de colecciones Catalina la Grande). ,Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
MXIM-AV-1-11-178,Rembrandt Harmensz Van Rijn: The Return of the Prodigal Son,,"Rembrandt (pintor holandés  de El regreso del hijo prodigo), ",Rusia: The State Hermitage Museum St. Petersburg,1669 (año en que Rembrandt pintó El regreso del hijo prodigo).,Documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración en off, conducción, animación, incidentales",,,
