 DÉCADA 2000-2009,,,,,,,,,,,,
,,,DESCRIPTORES,,,ESTRUCTURA INTERNA,,,,,,
MXIM-AV-1-12-225,"Oficio de paciencia, la tradición del queso Cotija","El tiempo es la mesura, la paciencia, el cuidado y la dedicación para transformar el conocimiento en una pureza artesanal única, con forma y sabor de cotija. Hacer queso en esta región, e el resultado de una historia que inica en el siglo XVI cuando la actividad ganadera se establece en una extensa propiedad que antiguamente fue reconocida como ""Cotixa"". Así visto, Cotija es más que una región productora; es un modo de vida, el conocimiento tradicional, la identidad regional ligaa con la cultura ranchera.","Jerónimo Barragán, Rubén, Álvarez, esteban Barragán, José Vargas Barajas, Isabel Vargas, Patricia Chombo, Audón Sánchez","México: Michoacán: Cotija, Siertra de Jalmich, Santa María del Oro, Tocumbo","2006, 2007",Película documental,,"Testimonios videorales, testimonios orales, hemerografía, música de época, entrevistas, grabación de campo",Narración en off,,,
MXIM-AV-1-12-226,"Curutarán, reserva patrimonial","En el año 2006 un grupo de académicos de tres instituciones encabezadas por El Colegio de Michoacán, impulsó un proyecto multidisciplinario dirigido a la investigación, conservaicón y protección de un sitio arqueológico e histórico de importancia nacional e internacional. rodeado de un entorno natural privilegiado, aquí se desarrollaron prácticas culturales y sociales que es necesario conocer, conservar y difundir. Así nació un proyecto de desarrollo comunitario localizado en el municipio de Jacona, Michoacán.","Martín Sánchez, Alejandro Ramírez, Arturo Oliveros, Marisol Gama, Thalía Camacho, Patricia Reyes, Agustín García",México: Michoacán: Jacona,"1991, 2008",Película documental,,"Testimonios videorales, cartografía, registros fílmicos, fotografías, grabación de campo, entrevistas","Narración en off, animación, conducción",,,
MXIM-AV-1-12-227,Nacional  206,"In my search for personal experiences of school, i came across the everyday life and routine of a factory that never shuts down, day or night, and those who work in there… ""What were your dreams?"" ""Why did you leave school?"" ""how old were you then?"", i asked...","Rosa Fernandes, Conceicao Silva, Avelino Silva, Lurdes Silva, Maria alcinda, Manuela Guerreiro, Luis Pereira, Jacome Ramos, Justino Castro José Carvalho, Hilário Castro, André Dinis, Fernanda Rafael, Pedro Justino, Tania espirito Santo, Paula Lopes, Fátima Ferreira, Domingos Barbosa, Luis Valente, Paulo Machado",Portugal: River Ave Valley. Francia: París.,2007,Película documental,,"Testimonios videorales, grabación de campo, entrevistas",Intertítulos,Versión corta  de 30´,Digital Betacam,
MXIM-AV-1-12-228,El paraíso de Hafner,"Nacido en Alemania, Paul Hafner es un criador de cerdos jubilado que vive en España. Los fines de semana se reúne con otros exiliados, soñando con tiempos mejores. Todo lo anterior no tendría nada de especial si no fuera porque Hafner es un ex oficial de las Waffen-SS nazis, quien al igual que sus antiguos camaradas, no muestra el menor arrepentimiento y con insultante soberbia todavía espera el advenimiento del Cuarto Reich.","Paul María Hafner, Cristina de Rueda, Hans Laudauer (ex-brigadista austriaco, sobreviviente del campo de concentración de Dachau), Joachim Neyroth (soldado de la Legión Cóndor, ex miembro del partido Nazi), Blas Piñar (jefe de Fuerza Nueva, partido ultraderechista), León Degrelle bélga (jefe división Waffen -SS), David Irving (historiador condenado en austria por negar el Holocausto), Cristina de Rueda (paisajista, hija de un general franquista), ",España: Madrid: Marbella. Alemania: Tirol del Sur: Mals.,"1970 (Hafner vende su granja de cerdos), 17 febrero 1941 (Hafnes se alista en la SS)",Película documental,,"Testimonios videorales, grabación de campo, entrevistas","Musicalización, narración en off",,,"Trailer, Fotogalería. Filmografía. Notas de prensa. Notas Director. Premios y Festivales. Cartel. Ficha técnica. Otros titulos."
MXIM-AV-1-12-229,School Scapes: scenes from a school in South India,"Inspired by the cinema of Lumière and the ideas of the 20th century Indian thinker Krishnamurti, David MacDougall explores in his new film a famous progressive school in South India, the Rishi Valley School. This is a film dedicated to the simple act of looking, in which each scene is a single shot. Since completing the Doon School Quintet, his series of films about an elite boys’ boarding school in North India, MacDougall has turned his attention to other institutions for children in India. The coeducational Rishi Valley School in Andhra Pradesh was founded on the educational principles espoused by Jiddu Krishnamurti, who stressed the importance of observing the world around us more calmly and simply, as if with fresh eyes. SchoolScapes was made in this spirit.  http://www.ethnocineca.at/en/archiv/ethnocineca-2008/filme/schoolscapes/",,India,,Película documental,,Grabación de campo,,,,
MXIM-AV-1-12-230,Memorias en la vía,,,"Argentina: Buenos Aires, Junín, Tucumán","17 de septiembre de 1925, 1 de marzo de 1948,",Película documental,,"Registros fílmicos, fotografías, testimonios videorales, película de ficción, hemerografía","Entrevistas, intertítulos, narración en off, grabación de campo, incidentales",,Betacam,
MXIM-AV-1-12-231,"Mexicanerías, La construcción del méxico tipico","Mexicanerías. La construcción del México tipico se basa en las investigaciones de Ricardo Pérez Montfort sobre el nacionalismo cultural y la creación de estereotipos en la construcción postrevolucionaria de una cultura oficial. La pretensión de imponer una cultura hegemónica y homogeneizadora, por una parte generó una identidad cultural hacia afuera y hacia adentro que buscaba definir al mexicano típico, seleccionando y a menudo simplificando y falsificando diversas manifestaciones de las culturas populares. En el proceso tomaron parte escritores, viajeros, artistas plásticos y fundamentalmente el sistema educativo y los medios de comunicación. Junto a lo mexicano estereotipado, la realidad cultural de México propone una riqueza heterogénea en constante creación y recreación.","Ricardo Pérez Montfort, Pablo Dueñas, Diego Rivera, Clemente Orozco, Carlos Mérica, Gonzalez Camarena, Miguel Covarrubias, Jorge Negrete, Manuel Gamio, Alfonso Caso, Gabriela Mistral, Dr. Atl,  Octavio Paz, Marisol Limón, Benjamín Muratalla, Marco Antonio Silva, ""El indio"" Fernández, Pedro Armendáriz, Dolores del Río, María Félix, Jesús Flores y Escalante, ","México: Ciudad de México: zócalo, catedral. Chiapas. Chapala. ",,Película documental,,"Testimonios videorales, fotografías, registros fílmicos, ficción, pinturas, documentos, hemerografía, entrevistas, grabación de campo","Musicalización, gráficos",,,
MXIM-AV-1-12-232,Senderos,,,,,,,,,,,
MXIM-AV-1-12-233,Formas de habitar en una urbanización no regulada,,Teresa Carbó,México: Ciudad de México: delegación Tlalpan: Ajusco,1970,Película documental,,"Testimonios videorales, fotografías, entrevistas",Animación,,,
MXIM-AV-1-12-234,"Terremoto en Colima, enero de 2003",,Victoria Novelo,México: Colima: Tecomán,enero del 2003,Película documental,,"Testimonios videorales, fotografías, entrevistas",Animación,,,
MXIM-AV-1-12-235,Acuarelas del mundo maya,,"María Berteley, Miguel León Portilla","México: Chiapas: selva Lacandona, Altos de Chiapas",1994,Película documental,,"Testimonios videorales, pinturas, entrevistas","Musicalización, animación",,,
MXIM-AV-1-12-236,Extrayendo y llevando agua a casa,,Jessica Ríos,México,1993,Película documental,,"Testimonios videorales, fotografías, entrevistas","Musicalización, animación",,,
MXIM-AV-1-12-237,La vida cotidiana de los migrantes en méxico y en los Estados Unidos,,"Magdalena Barros, Manuel Hernández, Andrea González, Rubén Ramírez, Daniel Díaz","México: Zacatecas, Oaxaca. Estados Unidos: California, Los Ángeles, San Francisco, San Diego.",,Película documental,,"Testimonios videorales, fotografías, entrevistas","Musicalización, animación, narración en off",,,
MXIM-AV-1-12-238,Historia Argentina 1973-1976,"El gobierno de Lanusse había evaluado la vuelta de Perón como la única solución a los conflictos que enfrentaba. Puso como condición de los comicios que los candidatos a presidente hubieran estado en el país antes del 25/08/1972. Perón, al no cumplir con ese requisito, eligió a Héctor J. Cámpora -último representante suyo en la Argentina- para la candidatura presidencial. Éste obtuvo un masivo apoyo popular y de las organizaciones armadas peronistas. La asunción de Cámpora a la presidencia el 25/03/1973 posibilitó que ""la Tendendia"" (Tendencia Revolucionaria, que incluía a la Juventud Peronista, FAR, Montoneros y otras organizaciones menores) ocupara importantes cargos en el gobierno como el Ministerio del Interior, el de Educación y el de Relaciones Exteriores. Y también  las gobernaciones de las provincias  m´sa importantes. Mientras que la derecha peronista ocupó el Ministerio de Bienestar Social (José López Rega), que recibía elpresupuesto más abultado. En el Ministerio de Economía asumió José Gelbard, representante de la burguesía nacional. El diseño del gabinete develaba el espectro político interno del peronismo, con ideologías de tendencias opuestas y preanunciaba pujas por el poder y serios conflictos. Las tensiones dentro del peronismo se agravaban y Perón era el único capaz de contener los desbordes. El Operativo etorno se puso en marcha y fue López Rega el encargado de los preparativos.  Tras la renuncia de Cámpora, asume la primera magistratura el presidente de la Cámarade Diputados, Raúl Lastiri, que convoca a elecciones para el mes de septiembre. El triunfo de Perón contrastó con los sucesos de Chile y Uruguay. en uno, un golpe de Estado cívico-militar con apoyo estadounidense derrocó al gobierno de la Unidad Popular y asesinó al presidente Salvador Allende. En otro, el presidente Juan Bordaberry decidió suspender las garabtías constitucionales y declarar el ""estado de guerra interna"". Se inició de esta manera una dictadura cívico-militar. Luego de la muerte de Perón, Isabel asumió la presidencia, influenciada por López Rega. L ofensiva de la derecha se tornó más contundente y protegida por el Estad La crisis económica se agudizó; sin Perón no había quién garantizara el Pacto Social: aumento de precios, huelgas, desabastecimiento, bajos salarios.  La situación se deterioraba y muchos sectores encontraban en el golpe la solución a todos los males. Éste se concretó el 24/03/76, iniciando la etapa más oscura de la historia de l país. (Resumen de la síntesis de contendio incuída en el folleto anexo al material audiovisual)","Antonio Cafiero (Ministro 1974-1976), Héctor J. Cámpora (presidente de Argentina, 1973), Salvador Allende (presidente de Chile, 1970-1973), Osvaldo Dorticós (presidente de Cuba, 1959-1976), Tulio Halperín Donghi (historiador), Carlos Menem (gobernador de La Rioja, 1973-1976), Oscar Videgain (gobernador de Buenos Aires), Ricardo Obregón Cano (gobernador de Córdoba), Jorge Cepernic (gobernador de Santa Cruz), Miguel Ragone (gobernador de Santa), Alberto Martínez Vaca (gobernador de Mendoza), Esteban Riggi (ministro), Juan Carlos Puig (ministro de relaciones exteriores), Jorge Tayana (ministerio de educación), Rodolfo Puig (interventor Universidad de Buenos Aires),  José López Rega (ministro de bienestar social),  Horacio Verbitsky (periodista), José Ignacio Rucci (líder de la CGT),  José Gelbard (ministro de economía), Agustín Tosco (lider de Luz y Fuerza),  Claudio Lozano (economista), Martín Caparrós (periodista- escritor), Juan Domingo Perón (presidente de Argentina, 1946-1952, 1952-1958, 1973-1974), Mario Roberto Santucho (lider revolucionario, Ejército Revolucionario del Pueblo), Luis Mattini (último secretario general del PRT-ERP), Raúl Lastiri (presidente de Argentina, 1973), María Estela ""Isabel"" Martínez de Perón (vicepresidenta de Argentina, 1973-1974),  Magdalena Ruiz Guiñazú (periodista), Ricardo Balbin (presidente de la UCRP), Juan Bordaberry (presidente de Uruguay, 1972-1976), Fidel Castro (presidente de Cuba, 1976-2008), Richard Nixon (presidente de EU, 1969-1974), Augusto Pinochet (presidente de facto de Chile, 1973-1990), Emilio Eduardo Macera (comandante en jefe de la armada),  Miguel Paulino Tato (instituto Nacional de Cinematografía), Victorio Calabró (gobernador de Buenos Aires), Teniente Antonio Navarro (jefe policia Córdoba), Atilio López (vicegobernador de Córdoba), Comisario Alberto Villar (jefe de la policía federal), Mario Firmenich (jefe montonero) Miguel Bonasso (periodista), Roberto Baschetti (sociólogo), Padre Carlos Mugica, Luis Alberto  Romero (historiador), Álvaro Alsogaray (político liberal), Roberto Galán (conductor de TV), Oscar Ivánissevich (ministro de educación, 1974-1975), Albo Otalagano (interventor de la Universidad de Buenos Aires), Jorge y Juan Born (secuestrados por los Montoneros), Osvaldo Bayer (periodista - escritor), Justo Laguna (obispo), Atel Vilas (jefe de operativo Independencia), Antonio Domingo Bucc (jefe de operativo), General Ramón Díaz Bessone (ministro de planeamiento, 1976-1978), Agustín Tosco (dirigente sindical de Luz y fuerza), René SAlamanca (dirigente sindical), Raimundo Ongaro (dirigente sindical), Alberto Piccinini (dirigente obrero), Celestino Rodrigo (ministro de economía), Rafael Videla (comandante en jefe del ejército, 1975-1978), Monseñor Bonamin, Francisco Franco (presidente de España, 1936-1975).","Argentina; Buenos Aires, Córdoba, Tucumán. Vietnam. España. ",1973-1976,Película documental,Histórico,"Testimonios videorales, hemerografía, fotografías, documentos, cartografía, registros fílmicos, entrevistas, música de época, dibujos, noticieros fílmicos","Narración en off, conducción, animación",,,
MXIM-AV-1-12-239,Historia Argentina 1976-1978,"la madrugada del 24(03/1976 Isabel Perón fue detenida por el general José Rogelio Villareal en el aereoparque de la ciudad de Buenos Aires. Horas más tarde, se dio a conocer, a través de un comunicado, que la Junta constituída por tres comandantes  de las Fuerzas Armadas se hacía cargo del gobierno. Como en los ateriores golpes de Estado, grandes sectores de la sociedad, entre ellos dirigentes de los partidos políticos tradicionales (peronistas y radicales) veían en él la única vía de  escape al caos que reinaba en el país.  Integraron la Junta: el general Jorge R. Videla, el almirante Eduardo E. Massera y el brigadier  Orlando R. Agosti. El primero de ellos fue designado Presidente de la Nacion.  Autodenominaron  al régimen ""Proceso de Reorganización Nacional"" y fijaron como propósito y objetivos básicos desempeñarse con sentido de moralidad, idoneidad y eficiencia a fin de erradicar la subversión y promoer el desarrollo económico para asegurar la posterior instauración de la democracia en el país. Mientras esta política se ponía en marcha, el designado Ministro José A. Martínez de Hoz anunció un plan económico que estaba destinado no sólo a paliar los problemas coyunturales del país sino a modificar la estructura del mismo. Para la instauración del este modelo económico se hacía necesario el control del aparato del Estado, imponiendo la dominación sobre sectores políticos y sociales opositores a él.  La lucha de se dio en todos los campos: medios de comunicación, cultura, organizaciones políticas, gremiales, estudiantiles. El fin perseguido era desarticular los movimientos que cuestionaran las estructuras que favorecían los intereses de los sectores dominantes utilizando como elementos el ocultamiento de información, la creación de un clima de terror y la confusión deliberada de la opinión publica.  La labor represiva se encuadró en un plan sistemático aprobado por las más altas autoridades militares y ejecutado por organismos del Estado y agrupaciones paramilitares que se subordinaron a su autoridad.  Hacia 1978, la guerrilla estaba  ""aniquilada"" y el gobierno se embarcaba en la organización del CAmpeonato Mundial de Fútbol creando, para ello, el Ente autárquico del Mundial ´78 con un presupuesto ilimitado. El campeonato  deportivo se tranformó en una ""cuestión de Estado"" y su desarrollo coincidió con la más importante escalada de desapariciones del periódo. Gran parte de la sociedad se manifestaba eufórica por el triunfo de la Selección Nacional.  (Resumen de la síntesis de contendio incuída en el folleto anexo al material audiovisual)","María Estela ""Isabel"" Martínez de Perón (presidenta de Argentina, 1974-1976), Jorge Rafeel Videla (presidente de facto de Argentina, 1976-1981), Luis A. Romero (historiador), Juan Gelman (escritor), José Alfredo Martínez de Hoz (ministro de Economía, 1976-1981), Albano  Eduardo Harguindeguy (ministro del Interior, 1976-1981), Ramón Genaro Díaz Bessone (ministro de Planeamiento, 1976-1977), Horacio Verbitsky (periodista), Adriana Calvo de Laborde (ex-detenida - desaparecida), Adolfo Canitrot (economista), Claudio Lozano (econmista), Daniel Campione (sociólogo), Aldo Rico (Líder del Modin), Osvaldo Bayer (historiador - escritor), Eduardo Emilio Massera (Miembro de la Junta Militar), Pablo Díaz (único sobreviviente de ""La noche de los lápices""), Haroldo Conti (escrito desaparecido en 1976), Paco Urondo (escritor desaparecido en 1976), Héctor Oesterheld (guionista de historietas, desaparecido en 1977),  Jorge Lanata (periodista), Ana María González (Montonera),  Cesáreo Cardoso (Jefe de la Policía Federal, asesinado por Ana María González, 1976), Mario Firmenich (Jefe Montonero), Mario Roberto Santucho (jefe del ERP),  Luis Mattini (último jefe del PRT-ERP), Oscar Smidth (dirigente del sindicato Luz y Fuerza), Rodolfo Walsh (periodista y escritor desaparecido en 1977), Magdalena Ruiz Guiñazu (periodista), Joaquín Morales Solá (periodista), Tulio Halperin Donghi (historiador), Roberto Cossa (autor teatral), Mariela (Hijos por la identidad y la justicia, constra el olvido y el silencio), James Carter (presidente de Estados Unidos, 1977-1981), Monseñor Enrique Angelelli (obispo de la diósesis de La Rioja, asesinado en 1976), Jaime de Nevares (obispo), Miguel Hesayne (obispo), Justo Laguna (obispo de Morón), Hebe de Bonafini (Presidenta Madres de Plaza de Mayo), Alfredo Astiz (ex-capitan de la Armada argentina), Alice Domon (monja francesa detenida-desaparecida, 1977), Léonie Duquet (monja francesa detenida-desaparecida, 1977), Adolfo Pérez Esquivel (defensor de los Derechos Humanos,  Premio Nobel de la Paz en 1980), Estela de Carlotto (Presidenta abuelas de Plaza de Mayo), Papa Pablo VI, Papa Juan Pablo I, Papa Juan Pablo II, Augusto Pinochet (presidente de facto de Chile, 1973-1990), Eduardo Aliverti (periodista), César Luis Menotti  (entrenador de fútbol, 1971-2007) ",Argentina,1976-1978,Película documental,Histórico,"Hemerografía, documentos, registros fílmicos, cartografía, fotografías, testimonios videorales, entrevistas, dibujos, publicidad, ficción","Narración en off, conducción, animación, musicalización, gráficos",,,
MXIM-AV-1-12-240,Historia Argentina 1978-1983,"Luego de la euforia de gran parte de la sociedad por el triunfo argentino en el Mundial de Fútbol, la vida retomó sus carriles habituales. Desde 1976 los militares habían aceptado introducir instancias políticas en el seno de las FF.AA. Aunque se mostraron como una unidad monolítica ante la sociedad, en su interior convivían diversos proyectos que pujaban por imponerse. Uns pensaban en una salida política constituyéndose en su continuidad institucional; otros defendían el accionar represivo y la continuidad indefinida del Proceso. La administración Carter hizo sentir su disconformidad en torno a la violación de los derechos humanos. En 1979 llegó al país una misión de la comisión Interamericana de DErechos humanos, mientras se desarrollaba el Mundial Juvenil de Fútbol y se popularizaba el slogan ""los argentinos somos derechos y humanos"". La Comisión recogió denuncias e hizo entrega al gobierno de sus recomendaciones preliminares.  Cuestiones geopolíticas en torno al dominio del Canal del Beagle colocaron al país ante un posible choque armado con Chile. El Cardenal Antonio Samoré, enviado de Juan Pablo II, resolvió pacíficamente la situación. En 1979Margareth Thatcher fue designada como Primer ministro de Gran Bretaña. Inició un plan que proponía que el orden económico-social debía ser establecido por el mercado espontáneo de planificación de la economía.  Ronald reagan llegó a la presidencia de Estados Unidos en 1981 y aplicó medidas similares.  Los países latinoamericanos se vieron obligados a realizr contriles inflacionarios, devaluaciones monetarias, deterioro de la calidad de las carteras bancarias tanto en entidades nacionales como internacionales. Nicaragüa  buscaba su destino iniciando el camino de la revolución en 1979. El Frente Sandinista de Liberación derocaba al régimen de Anastasio Somoza.  En Irán la Revolución Islámica instauró un régimen político teocrático conducido por el Ayatollah Khomeini. El conflicto Este-Oeste se intensificó. Reagan alentó el desarrollo de satélites, poderosos misiles y armas  nucleares con el objeto de reducir rápidamente -en caso de enfrentamiento- la capacidad de reacción soviética. Las acciones de terrorismo de Estado continuaron, como también, la búsqueda de respuestas por parte de los familiares nucleados en diversos organizamos de derechos humanos. En 1980, Adolfo Pérez Esquivel  del Servicio de Paz y Justicia recibió el Premio Nobel de la Paz por su incansable trabajo de defensa de los derechos humanos. A comienzos de 1981, Videla fue reemplazado Roberto Viola y Martínez de Hoz por Lorenzo Sigaut.  No se trató sólo de un cambio de hombres, sino que se inició contacto entre gobierno y sociedad a través de diálogos mantenidos con distintos sectores, incluso el político.  Tras su asunsión, el general Bignone se apresuró a anunciar la apertura política y la convocatoria a elecciones. En lo económico se profundizó el modelo neoliberal y el presidente del Banco Central, Somingo CAvallo, realizó una reforma financiera y transfirió al Estado la deuda externa contraía por empresas privadas.  El 10/12/1983 Raúl Alfonsín asumió la Presidencia del país en un clima de alegría popular.(Resumen de la síntesis de contendio incuída en el folleto anexo al material audiovisual)","Comandante Massera (miembro de la Junta militar), Rafael Videla (presidente de facto de Argentina, 1976-1981), Roberto Viola,   José Alfredo Martínez de Hoz (ministro de Economía, 1976-1981), General Luciano Benjamín Menéndez (comandante de Córdoba), Carlos Suárez Meison (comandante de Córdoba), Ramón Camp (jefe de polícia de Buenos Aires), León Gieco (cantautor), Augusto Pinochet (presidente de facto de Chile, 1973-1990),  Papa Juan Pablo II,  Cardenal Antonio Samoré, Saúl Ubaldini (sindicalista), Obispo Jaime de Nevares, Monseñor Bonamin, Margaret Thatcher (Primera Ministro de Gran Bretaña, 1979-1990), Ayatollah Khomeini (líder supremo de Irán, 1979-1989), Antonio Cafiero (político peronista), Adolfo Pérez Esquivel (Premio Nobel de la Paz, 1980), Monseñor Arnulfo Romero (obispo de El Salvador), Anastasio Somoza (presidente de Nicaragüa, 1974-1979), John Lennon (músico), Ronald Reagan (presidente de Estados Unidos, 1981-1989), General Roberto Viola (presidente de facto de Argentina, 1981), Álvaro Alsogaray (político liberal), Magdalena Ruiz Guiñazu (periodista), Raúl alfonsín (presidente de Argentina, 1983-89), General Galtieri (comandante en jefe del ejército), Roberto ""Tito"" Cossa (director teatral), Ricardo Balbín), político y abogado argentino), Súarez Maison (presidnete de YPF), Leopoldo Fortunato Galtieri (presidente de  facto de Argentina, 1981-1982), Mónica Gutiérrez (periodista), Pink floyd (grupo musical), Rolling Stones (grupo musical), Los Beatles (grupo musical), Aldo Rico (Líder del Modín), Edgardo Esteban (periodista, ex-combatiente en la Islas Malvinas), José Gómez Fuentes (periodista ATC), Luis alberto Romero (historiador), General Mario Benjamín Menéndez (gobernador de las Islas Malvinas, 1982), Felipe González (presidente de España, 1982-1996), Reynaldo Benito Bignone (presidente de facto de Argentina, 1982-1983), Tulio Halperin Donghi (historiador), Joaquín Morales Solá (periodista), Domingo Felipe Cavallo (presidente del Banco Central),Daniel Campione (sociólogo), Jorge Lanata (periodista), Mariela (Hijos por la identidad y la justicia, contra el olvido y el silencio), Arturo Ilia (ex-presidente de Argentina), ",Argentina: Buenos Aires: Barrio de Liniers. Chile.  Gran Bretaña. Afganistán. Irán. Nicaragüa. España. Polonia. Islas Malvinas.,1978-1983,Película documental,,"Testimonios videorales, documentos, fotografías, registros fílmicos, hemerografía, publicidad, entrevistas, programas de TV, dibujos","Narración en off, conducción, animación, musicalización",,,
MXIM-AV-1-12-241,"El Salitre, esbozo de una historia en fuga","Documental sobre la vida de una comunidad asentada sobre el Salitre. Comunidad que sobrevive con agricultura de riego y la crianza de ganado, que fue expropiado para empezar a vender los terrenos. Con testimonios de los habitantes se empieza a hacer un recuento histórico sobre la vida de la comunidad.",,México: Michoacán: Chucándiro: El Salitre,"2006, 2009",Película documental,,"Testimonios videorales, fotografías, cartografía, grabación de campo, entrevistas",,,MiniDV,
MXIM-AV-1-12-242,Film ist.(7-12),"""Film ist a Girl & a Gun"" es un drama fílmico en cinco actos que toma uno de los temas más antiguos del cine y de la humanidad: la batalla de los sexos. Desde el nacimiento del universo y el mundo, a través de la cooperación y el enfrentamiento entre los dioses y las diosas de la creación; a través de la coexistencia del hombre y la mujer en el Paraíso; a través del deseo, el amor, los celos y el odio entre sexos a la luz de Eros; hasta la escalada de su violenta subyugación y explotación en la guerra y la pornografía en el espejo de Thanatos; hasta las soluciones ofrecidas por la sabiduría, la religión y la política en El banquete de Platón: imágenes fílmicas de las primeras cuatro décadas y media del cine que han sido halladas mediante una exhaustiva investigación, y compiladas en secuencias e historias visuales con nuevos significados. (FILMNAFFINITY)",,,,,,Grabación de campo,Intertitulos,,,
MXIM-AV-1-12-243,Señorita extraviada,"Más de  400 mujeres han sido asesinadas en Ciudad Juárez durante la última década, lo más grave es que esto sigue sucediendo. Señorita extraviada es una historia desgarradora, cada una de las muertes es una llama de deseos, anhelos, sueños y esperanzas que se apaga intempestivamente. ¿quiénes están destrás de estos terribles crímenes? Un filme único por su tratamiento de un tema que por doloroso ha permanecido oculto de la opinión pública.","Silvia Arce (desaparecida en 1998),  Marina Flores (desaparecida en 1990), Norma Aguilar (desaparecida en 1991), Noraima Ramos y Mayela Arrieta (desaparecidas en 1993),  María del Rosario Gómez (desaparecida en 1993),  Victoria Caraveo (activista),  Francisco Barrio (Gobernador del Estado de Chiuahua, 1992-1998), Jorge López Molinar (subprocurador del Estados de Chiuahua, 1992-1998),  Judith Galarza (Federación Latinoamericana de Familiares de Desaparecidos),  Olga CArrillo (desaparecido en 1995), Adriana Torres (desaparecida en 1995), Elizabeth Castro (desaparecida en 1995), Angélica Márquez (desaparecida en 1995), Sharif (), Irene Blanco (defensora de Sharif), Guadalupe del Río (desaparecida en 1996), Claudia Neri (desaparecida en 1996), Verónica Muñoz (desaparecida en 1996), Ramón Galindo (Alcalde de Juárez, 1995-1998), Miembros de la pandilla ""Los Rebeldes"",  Anabel Rascón (desaparecida en 1997),  Blanca Rivas (desaparecida en 1997),  Sagrario González (desaparecida en 1998), Susana Blanco (desaparecida en 1998), Eréndira Ponce (desaparecida en 1998), Argelia Salazar (desaparecida en 1998), Suly Ponce (Fiscal Especial para la Investigación de Homicidios contra Mujeres), Patricio Martínez (Gobernador del Estado de Chiuahua),  María Isabel Nava (desaparecida en el 2000),  María Elena Chávez (desaparecida en el 2000), Guillermina González (hermana de desaparecida), ",México: Chiuahua: Ciudad Juárez.,1990- 2000,Película documental,,"Testimonios videorales, hemerografía, fotografías, registros videográficos, noticieros fílmicos, grabación de campo, entrevistas",Narración en off,,,"Cómo ayudar, Actualización y entrevista, Biografías del equipo"
MXIM-AV-1-12-244,De aquí soy: Historias de unidad habitacional,,"Adolfo Ruiz Cortines, María Elba Santos Alvarez, Laura Carrillo Uriba, Ricardo ""Goyo"" Colchado Cortez, Salvador Villanueva monroy, Ricardo Olmos Valerio, René atristan González, Andrés Pablo gómez, Gabriela Arredondo, Ericela Vázquez Moreno, Ivanna Barnard Vázquez, Alejrandra Magaña, Arturo Santacruz",México: Ciudad de México: Unidad habitacional Santa Fe,1957,Documental,,"Hemerografía, fotografías, testimonios videorales, grabación de campo","Animación, musicalización, narración en off",,,
MXIM-AV-1-12-245,La Merced a través de la mirada de sus mujeres,,"María Magdalena Torres Pérez, Florencia Álvarez Cano, Adolfo Ruiz Cortines, Erika Castro Maldonado, Nalléli Romero Blas, María Elena Montes Vega, María Eréndira Romero Saldaña, Nirvana Gabriela Ramírez, ","México: Ciudad de México: La Merced, Canal de la Viga, Central de abasto, ","1601, 1861  ",Documental,,"Cartografía, grabados, fotografías, hemerografía, testimonios videorales, grabación de campo, música de época, entrevistas","Narración en off, conducción, musicalización",,,
MXIM-AV-1-12-246,La clase media juvenil ¿la era de las marcas?,,"Salvador Allende, Adela Celis Mabarak (Lic. Comunicación, UNAM), Ericka (estudiante), Ma. De Lourdes (estudiante), Mónica (estudiante), ","México: Ciudad de México: Bellas Artes, metro Insurgentes, Tlatelolco, Ciudad Universitaria","1910, 1960, 1970",Documental,,"Documentos, testimonios orales, testimonios videorales, publicidad, grabación de campo, publicidad, fotografías, registros fílmicos, pinturas, entrevistas","Narración en off, conducción, intertítulos, musicalización",,,
MXIM-AV-1-12-247,Ritual de la tocada: 30 años de punk en el Ajusco y Jalalpa,,"Gustavo ""Maya"" (habitante de Ajusco medio),  Alejandro ""Segundo"", Rosa, Tamara (hija de Alejandro y Rosa), Toño (habitante del barrio de Jalalpa), Chon y Tica (habitantes de Ajusco medio), China Y Barela (habitantes de Ajusco medio), Demon (bajista del grupo punk  Agudos, crónicos y vegetales), Mouse ( grupo punk  Agudos, crónicos y vegetales), Chino (habitante del barrio de Jalalpa), Chuko (habitante de Ajusco medio), ","México: Ciudad de México: Ajusco medio, Santa Fe, Jalalpa","1987-1988, 2005, 2008 ",Documental,,"Testimonios videorales, registros videográficos, grabación de campo, entrevistas, fotografías","Narración en off, gráficos, musicalización",,,
MXIM-AV-1-12-248,Hasta aquí llegó el Mal…verde,,"Jesús Juárez Mazo (Jesús Malverde), Maritza López (editora literaria), Oscar Liera (escritor), Lennin Márquez (artista plástico), ",México: Ciudad de México: Tepito. Sinaloa.,1880-1910,Documental,,"Testimonios videorales, fotografías, grabación de campo, música de época, entrevistas","Musicalización, narración en off",,,
MXIM-AV-1-12-249,¡San Juditas… power!,,"Alejandro González Villaruel (antropólogo), René Pérez Díaz (Rector del Templo de San Hipólito),  Creyentes de San Judas.",México: ciudad de México: metro Hidalgo. Estados Unidos: Chicago.,,Documental,,"Testimonios orales, grabación de campo, testimonios videorales, entrevistas","Musicalización, narración en off",,,
