 DÉCADA 2000-2009,,,,,,,,
,,RESPONSABILIDAD DE PRODUCCIÓN,,,,,,
MXIM-AV-1-12-209,La aventura,"Florentine films, en cooperación con la BBC, Weta- TV Washington cinemtografica Buddy Squires, Ken Burns",Divisa Home Video,Ken Burns,"Desde su fundación en 1976, Florentine Films ha producido algunos de los documentales más honrado jamás se ha hecho. Hoy en día, sus miembros trabajan de forma independiente, pero comparten el nombre Florentine www.florentinefilms.com/","Kenneth Lauren Burns (nacido el 29 de julio de 1953 [1]) es un cineasta norteamericano de documentales. Burns es conocido por su estilo en documentales, haciendo uso de originales impresiones y fotografías y ha producido varios aclamados documentales tanto biográficos como históricos. Entre sus más notables producciones están miniseries en ""American Civil War"" (The Civil War, 1990), ""baseball"" (Baseball, 1994) y ""jazz"" (JAZZ, 2001).",Compra,2005
MXIM-AV-1-12-210,Una obra maestra a medianoche,"Florentine films, en cooperación con la BBC, Weta- TV Washington cinemtografica Buddy Squires, Ken Burns",Divisa Home Video,Ken Burns,"Desde su fundación en 1976, Florentine Films ha producido algunos de los documentales más honrado jamás se ha hecho. Hoy en día, sus miembros trabajan de forma independiente, pero comparten el nombre Florentine www.florentinefilms.com/","Kenneth Lauren Burns (nacido el 29 de julio de 1953 [1]) es un cineasta norteamericano de documentales. Burns es conocido por su estilo en documentales, haciendo uso de originales impresiones y fotografías y ha producido varios aclamados documentales tanto biográficos como históricos. Entre sus más notables producciones están miniseries en ""American Civil War"" (The Civil War, 1990), ""baseball"" (Baseball, 1994) y ""jazz"" (JAZZ, 2001).",Compra,2005
MXIM-AV-1-12-211,Innovation for Development: The voices of Globelics,,,,,,,
MXIM-AV-1-12-212,"Movimiento Indígena Equatoriano: Lutas Locais, Resistencias Globais","CLACSO, Instituto de Estudios Ecuatorianos",,Producción ejecutiva. Atilio A. Boron,,,,
MXIM-AV-1-12-213,Análisis cinematográfico: Una introducción,"Facultad de Filosofía y Letras, UNAM",,Andrés Baños,,,Donación,2012
MXIM-AV-1-12-214,Documentales y cortometrajes de  Werner Herzog (Antología),AVALON Productions,,,"AVALON es una productora y distribuidora de cine independiente fundada en 1996 por Stefan Schmitz. En 2007, tras años de colaboración, María Zamora y Enrique Costa se convirtieron en socios de la compañía y ahora dirigen los departamentos de producción y distribución respectivamente. Hoy en día AVALON posee un catálogo de más de 200 largometrajes y documentales. AVALON estrena en salas entre 10 y 15 películas cada año y tiene su propio sello de DVD. En 2005, AVALON comenzó una colaboración con la FNAC de la que nació lo que ahora es la mejor colección de cine clásico independiente en DVD en España. Filmoteca Fnac contiene más de 100 largometrajes de directores como Cassavetes, Jarmusch, Malle, Herzog, Fellini, Antonioni o Lang. En 2011 entró a formar parte de Filmin para la exhibición de cine a través de Internet. A parte de su catálogo propio, AVALON distribuye miles de horas de contenido para televisión de catálogos como TELEPOOL, RTL, BAVARIA y UNITED DOCS (recientemente unidos en GLOBAL SCREEN), DEUTSCHE WELLE o PARTHENON. Series, miniseries, TV movies, animación o documentales de estos catálogos se muestran en casi todos los canales de televisión en España.Como productora AVALON ha producido hasta la fecha dos largometrajes españoles: “La vergüenza” de David Planell y “La mujer sin piano” de Javier Rebollo, 17 cortometrajes de reconocidos directores españoles, así como varías coproducciones con países latinoamericanos.",,Donación,6/03/2013
MXIM-AV-1-12-215,Etienne Samain de um caminho a outro,"INARRA , UERJ,  CNPQ",,,,,,
MXIM-AV-1-12-216,Giséle Omindarewa,"INARRA, CNPq, UERJ, DATERRA Produtos Culturais",,,,,,
MXIM-AV-1-12-217,Berlin: Die Sinfonie der Großstadt (Berlín: Sinfonia de una ciudad),,Karl Freund,"Fox Film Corporation, Fox Europa",,,,
MXIM-AV-1-12-218,Onces ,"Centro de Capacitación cinematográfica, Centro Nacional de la Artes, P.A.D.I.D Programa de apoyo a la Docencia, Investigación y Difusión de las Artes",Alejandro Gerber Bicecci,,,,,
MXIM-AV-1-12-219,Granito de arena,Corrugated films,,Jill Irene Freidberg,,,Donación por José Luis Mariño,23/08/2012
MXIM-AV-1-12-220,Un poquito de tanta verdad,Corrugated films,,Jill Irene Freidberg,,,,
MXIM-AV-1-12-221,El inmortal,"Chango Films, Cinta Negra Producciones, Orial Films",,,,,Compra,28/01/2013
MXIM-AV-1-12-222,Sweet crude,,,"Kate Wolf, Sandy Cioffi, Tammi Sims, Leslye Wood",,,,
MXIM-AV-1-12-223,La cuenca del Río Tepalcatepec,COLMICH,,"Juan Ortíz, Alejandro Toledo, Esteban Barragán",,,,
MXIM-AV-1-12-224,Historias arqueológicas del Bajío Zaragoza,"COLMICH, UNAM, CONACYT",,Alberto Fuentes Chávez,,,,
MXIM-AV-1-12-225,"Oficio de paciencia, la tradición del queso Cotija","ALGABA, Salamandra producciones",,Carlos González Ibarra,,,,
MXIM-AV-1-12-226,"Curutarán, reserva patrimonial","COLMICH, CONACYT, SALAMANDRA",,Carlos González Ibarra,,,,
MXIM-AV-1-12-227,Nacional  206,"Laranja azul, ",,,,, Donación de Catarina Alves Costa,1/09/2012
MXIM-AV-1-12-228,El paraíso de Hafner,Never Land Films,Cineteca Nacional,Günter Schwaiger,,,Compra ,28/01/2013
MXIM-AV-1-12-229,School Scapes: scenes from a school in South India,"CCR Media Works, Fieldwork Films",Distribuidora en Europa: Royal Anthropological Institute. Distribuidora en Norte América: Berkeley Media LLC,,,,,
MXIM-AV-1-12-230,Memorias en la vía,,,"Susana Sel, Luis Gasloli",,,,
MXIM-AV-1-12-231,"Mexicanerías, La construcción del méxico tipico",CIESAS,,Victoria Novelo,,,,
MXIM-AV-1-12-232,Senderos,,,,,,,
MXIM-AV-1-12-233,Formas de habitar en una urbanización no regulada,CIESAS,,"Ricardo Pérez Montfort, Isaac García Venegas, Eric Moncada, Sara Rosas",,,,
MXIM-AV-1-12-234,"Terremoto en Colima, enero de 2003",CIESAS,,"Ricardo Pérez Montfort, Isaac García Venegas, Eric Moncada, Sara Rosas",,,,
MXIM-AV-1-12-235,Acuarelas del mundo maya,CIESAS,,"Ricardo Pérez Montfort, Isaac García Venegas, Eric Moncada, Sara Rosas",,,,
MXIM-AV-1-12-236,Extrayendo y llevando agua a casa,CIESAS,,"Ricardo Pérez Montfort, Isaac García Venegas, Eric Moncada, Sara Rosas",,,,
MXIM-AV-1-12-237,La vida cotidiana de los migrantes en méxico y en los Estados Unidos,CIESAS,,"Ricardo Pérez Montfort, Isaac García Venegas, Eric Moncada, Sara Rosas",,,,
MXIM-AV-1-12-238,Historia Argentina 1973-1976,Diana Producciones,Gerardo Producciones,Felipe Pigna,,,,
MXIM-AV-1-12-239,Historia Argentina 1976-1978,Diana Producciones,Gerardo Producciones,Felipe Pigna,,,,
MXIM-AV-1-12-240,Historia Argentina 1978-1983,Diana Producciones,Gerardo Producciones,Felipe Pigna,,,,
MXIM-AV-1-12-241,"El Salitre, esbozo de una historia en fuga","UNAM, DGOSE",,"Martín Díaz Vázquez, Úrsula Mares Figueras",,,,
MXIM-AV-1-12-242,Film ist.(7-12),,,,,,,
MXIM-AV-1-12-243,Señorita extraviada,Xochitl Productions,Zafra Video,"Lourdes Portillo, Gemma Cubero del Barrio",,"Lourdes Portillo nació en Chiuahua, México. En 1959 toda su familia se mudó a los Estados Unidos. Sucarrera como cineasta empezo en 1976 cuando realizó suprimera película, ""Después del Terremoto"". Su película ""Las Madres de la Plaza de Mayo"" (1986), fue nominada al Oscar y recibió 20 premios internacionales. La obra de Lourdes Portillo ha sido galardonada por muchos festivales internacionales y su influencia como documentalista ha sido notable en el medio del cine norteamericano y latinoamericano. ",Compra,28/01/2013
MXIM-AV-1-12-244,De aquí soy: Historias de unidad habitacional,"Secretaría de Cultura del Gobierno del Distrito Federal, Voces contra el silencio. Video Independiente A. C.",,,,,,
MXIM-AV-1-12-245,La Merced a través de la mirada de sus mujeres,"Secretaría de Cultura del Distrito Federal, Voces Contra el Silencio, LA UNIDAD FILMS",,José Ángel Villegas Guzmán,,,,
MXIM-AV-1-12-246,La clase media juvenil ¿la era de las marcas?,Colectivo La memoria y sus lugares,,Arturo Torres Barriga,,,,
MXIM-AV-1-12-247,Ritual de la tocada: 30 años de punk en el Ajusco y Jalalpa,Ateneo Mexicano de la Juventud,,,,,,
MXIM-AV-1-12-248,Hasta aquí llegó el Mal…verde,,,"Producción ejecutiva: Marijose Millán Horita, Salvador Franco Reyes, Virginia Camacho, Guillermo H. Audelo Enríquez",,,,
MXIM-AV-1-12-249,¡San Juditas… power!,,,,,,,
MXIM-AV-1-12-250,Pulkatas,,,,,,,
MXIM-AV-1-12-251,Culhuacán de lo rural a lo urbano,TX8 Film,,,,,,
MXIM-AV-1-12-252,Con suerte… volveremos,,,,,,,
MXIM-AV-1-12-253,"El juego de rol, vidas alternas",,,,,,,
MXIM-AV-1-12-254,Información ¿Derecho y obligación?,,,,,,,
MXIM-AV-1-12-255,"Campamento 2 de octubre, nuestra casa o nuestra tumba","Secretaría de Cultura de la Ciudad de México, Voces contra el silencio",,"Colectivo ""Campamento 2 de octubre""",,,,
MXIM-AV-1-12-256,Nemi Zapata: historia oral del movimiento zapatista en Milpa Alta,"Secretaría de Cultura de la Ciudad de México, Voces contra el silencio",,Calmecac Teocenca,,,,
MXIM-AV-1-12-257,Antes que nos olviden,"Secretaría de Cultura de la Ciudad de México, Voces contra el silencio",,"Colectivo ""el penacho perdido""",,,,
MXIM-AV-1-12-258,Miradas jóvenes. Memorias de mi pueblo,"Secretaría de Cultura de la Ciudad de México, Voces contra el silencio",,,,,,
MXIM-AV-1-12-259,Les glaneurs et la glaneuse,Cine Tamaris,,,,,,
MXIM-AV-1-12-260,Les glaneurs et la glaneuse: Deux ans après,Cine Tamaris,,,,,,
MXIM-AV-1-12-261,El milagro mexicano,"TV UNAM, Centro Cultural Universitario Tlatelolco",,Productor ejecutivo: Sergio Raúl Arroyo,,,,
MXIM-AV-1-12-262,Viva la discrepancia,"TV UNAM, Centro Cultural Universitario Tlatelolco",,Productor ejecutivo: Sergio Raúl Arroyo,,,,
MXIM-AV-1-12-263,Todo tiene un límite,"TV UNAM, Centro Cultural Universitario Tlatelolco",,Productor ejecutivo: Sergio Raúl Arroyo,,,,
MXIM-AV-1-12-264,"Tlatelolco, 2 de octubre","TV UNAM, Centro Cultural Universitario Tlatelolco",,Productor ejecutivo: Sergio Raúl Arroyo,,,,
MXIM-AV-1-12-265,El canto del cisne,"TV UNAM, Centro Cultural Universitario Tlatelolco",,Productor ejecutivo: Sergio Raúl Arroyo,,,,
MXIM-AV-1-12-266,The lost doll…,"Khoa Productions, Joe Pictures",,"Khoa Nguyen, Joe San",,,,
MXIM-AV-1-12-267,Private,"C.H. Chung film, Kha-Vinh Phan productions",,,,,,
MXIM-AV-1-12-268,Punk!,Sokly Ny Productions,,,,,,
MXIM-AV-1-12-269,The tenderloin just another hood,"Vietnamese Youth Development Center, Tenaciious Video",,,,,,
MXIM-AV-1-12-270,Table for Thu,"Vietnamese Youth Development Center, Tenaciious Video",,,,,,
MXIM-AV-1-12-271,Point… we´re not aliens,"Vietnamese Youth Development Center, Tenaciious Video",,,,,,
MXIM-AV-1-12-272,Just deal wit it,Pork Buns Productions,,,,,,
MXIM-AV-1-12-273,The seven of us,"Vietnamese Youth Development Center, Tenaciious Video",,,,,,
MXIM-AV-1-12-274,Express Lane,Sunshine & Lollipops Dope Production,,,,,,
MXIM-AV-1-12-275,Get off your koot!,"Vietnamese Youth Development Center, Tenaciious Video",,Ra Sek,,,,
MXIM-AV-1-12-276,TLXmas,"Vietnamese Youth Development Center, Tenaciious Video",,"Spencer Nakasako, Sokly Don Bonus Ny, Sean Thomas",,,,
MXIM-AV-1-12-277,TL Style,"Vietnamese Youth Development Center, Tenaciious Video",,"Paul Meas, David Mark",,,,
MXIM-AV-1-12-278,School daze,Vietnamese Youth Development Center,,Spencer Nakasako,,,,
MXIM-AV-1-12-279,Freedom on the block?,"Vietnamese Youth Development Center, Tenaciious Video",,"Sammy Soeun, James Varian",,,,
MXIM-AV-1-12-280,Who I become,"Roja Productions, Vietnamese Youth Development Center, Tenaciious Video",,Spencer Nakasako. Productor ejecutivo: Orlando Bagwell,,,,
MXIM-AV-1-12-281,Homegirls can have fun too!,"Vietnamese Youth Development Center, Tenaciious Video",,,,,,
MXIM-AV-1-12-282,Compromiso cumplido,"MALDEOJO TV,  Comité de Liberación 25 de Noviembre, ",,,,,,
MXIM-AV-1-12-283,O sitio de Castelo Velho,Laranja Azul,,,,,,
MXIM-AV-1-12-284,A seda é un mistério,Laranja Azul,,,,,,
MXIM-AV-1-12-285,Thrilla in Manila,,,,,,,
MXIM-AV-1-12-286,Capturando a los Friedmans,"HBO Documentary Films, Magnolia pictures",,"Andrew Jarecki, Marc Smerling",,,,
MXIM-AV-1-12-287,Audiovisuales de los Caracoles Zapatistas,Promedios de comunicación comunitaria A.C.,,,,,,
MXIM-AV-1-12-288,The life of the women in resistance,Promedios de comunicación comunitaria A.C.,,,,,,
MXIM-AV-1-12-289,Xulum´Chon Weavers in resistence from the highlands,Promedios de comunicación comunitaria A.C.,,,,,,
MXIM-AV-1-12-290,Women´s hamdicraft cooperative for dignity,Promedios de comunicación comunitaria A.C.,,,,,,
MXIM-AV-1-12-291,Paisajes transformados,Mercury Films Inc. y Foundry Films Inc. en coproducción con the National Film Board of Canada y en asociación con TV Ontario.,,,,,Donación: José Luis Mariño ,22/09/2013
MXIM-AV-1-12-292,El  olvido,"Cobos Films, IKON & ZDF / Arte",,Carmen Cobos,,,Donación: Catarina Alvez Costa,2012
MXIM-AV-1-12-293,Para siempre,"Cobos Films, NPS ",,Carmen Cobos,,,Donación: Catarina Alvez Costa,2012
MXIM-AV-1-12-294,Raymundo,Fondo Nacional de las Artes; Intituto Nacional de Cine y Artes Audiovisuales; Fondation AlterCiné; jamVrijmanFund,,Ernesto Ardito y Virna Molina; Producción asociada Juana Alicia Sapire,,,,
MXIM-AV-1-12-295,Mundo de niños,Centro Latinoamericano de Investigación en Arte y Comunicación; Fundación Meridional; Mundo Niños.,,,,,Donación,2010
MXIM-AV-1-12-296,Practica e maestria,,,,,,,
MXIM-AV-1-12-297,Profils paysans,,,,,,,
MXIM-AV-1-12-298,Imágenes de una dictadura,,,,,,,
MXIM-AV-1-12-299,"Barrón, el hilo de la memoria",Luna llena Producciones,,,,,,
MXIM-AV-1-12-300,Ventana del alma,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-301,La bella o la bestia,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-302,La catedral sumergida,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-303,Exergo,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-304,Destino M6,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-305,Ella trabaja,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-306,El fin de nuestros afanes,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-307,Guanabo 23,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-308,Zona de silencio,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-309,Reconstruyendo al héroe,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-310,La guerra de las canícas,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-311,El grito,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-312,Las flores feas,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-313,Japibeibituyu,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-314,Pucha vida,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-315,Cablefaction,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-316,El propietario,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-317,Cómo construir u barco,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-318,Patria,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-319,Extravío,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-320,13000,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-321,Te quiero mucho,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-322,El patio de mi casa,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-323,Tierra roja,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-324,Trovador,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-325,La bestia,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-326,La sombra del iceberg,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-327,El caso Pinochet,,,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-328,¿Quién soy yo? Los niños  encontrados de Argentina,Bravo Films,,"Ernesto Bravo, Susan Sillins ",,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-329,Hablemos del documental,"ESCAC, Escándalo Films",,,,,Donación: Belkis Vega,1/10/2013
MXIM-AV-1-12-330,Los rollo perdidos de Pancho Villa,"Universidad de Guadalajara, The Banff Centre, CONACULTA, FONCA, Fundación Televisa, Gregorio Rocha, Archivia, UPA (Unidad de producción audiovisual)",Eurolatinoamericana,"Sara Diamond, Héctor Mendoza","CONACULTA: El Consejo Nacional para la Cultura y las Artes responde a la necesidad de contar con un órgano rector que dé coherencia a una política pública históricamente desarrollada en el país por una gran multiplicidad de organismos y dependencias de muy distintos sectores y de la más diversa naturaleza institucional. Entre ellas, las unidades administrativas de la anterior Subsecretaría de Cultura de la Secretaría de Educación Pública, inmediato antecedente del Consejo; las diferentes instituciones y dependencias de otras secretarías que por sus funciones de carácter cultural han sido transferidas en distintos momentos; y, finalmente, las entidades adscritas al área de Cultura, varias de larga tradición. En  atención a las exigencias y requerimientos de orden cultural de la sociedad mexicana, a partir de la creación del Consejo Nacional para la Cultura y las Artes se da origen a diversos programas y acciones, con el propósito fundamental de enriquecer la identidad cultural de los mexicanos. La misión fundamental del Consejo es integrar y coordinar de manera armoniosa la labor de los organismos, dependencias e instituciones del gobierno que desarrollan la política cultural del Estado Mexicano. (Extraído de: http://www.conaculta.gob.mx/consejo_quienes.html) FONCA: Fomentar y estimular la creación artística en todas sus manifestaciones son los objetivos principales del Fondo Nacional para la Cultura y las Artes, cuya aparición obedece a una de las respuestas que ofreció el Gobierno Federal a la comunidad artística para construir instancias de apoyo basadas en la colaboración, la claridad de objetivos, el valor de la cultura para la sociedad y el aprecio de la diversidad de propuestas y quehaceres artísticos.Invierte en los proyectos culturales profesionales que surgen en la comunidad artística; ofrece fondos para que los creadores puedan desarrollar su trabajo sin restricciones, afirmando el ejercicio de las libertades de expresión y creación. Por ello, convoca anualmente a los artistas y creadores para que participen en sus 17 programas, mediante la presentación de propuestas que son evaluadas por Comisiones de Dictaminación  y Selección formadas por artistas y creadores de reconocido prestigio.(Extraído de: http://fonca.conaculta.gob.mx/institucional.html)",,,
MXIM-AV-1-12-331,Viviendo al límite,"Artistas Cubanos de la Plástica Fondo de las Naciones Unidas para el Desarrollo con la colaboración del Instituto Cubano de Arte e Industria Cinematográficos, New Art Digital de México, Centro Cultural de España en Cuba, Agencia Suiza para el desarrollo y la Cooperación",,Belkis Vega Belmonte," Centro Cultural de España en Cuba: Una red de cultura en el exterior formada por 12 Centros Culturales, 7 Centros Asociados y más de 100 Embajadas que realizan actividades en todo el mundo.                                                                                                                                                                            Agencia Suiza para el Desarrollo y la Cooperación es una agencia de la administración federal de Suiza y parte del Departamento Federal de Asuntos Exteriores. ",Belkis Vega Belmonte: Directora y guionista de Cine y TV. Asesora cinematográfica y Profesora titular de Cine.,,
MXIM-AV-1-12-332,The Corporatión,Big Picture Media Corporation,,Marc Achbar y Jenifer Abbot,"Big Picture Media Corporation: IMDbPro.com offers expanded company and employee contact details for over 55,000 companies in the entertainment industry as well as representation listings for over 140,000 individuals, including actors, directors, and producers.             ","Mark Achbar is a Canadian filmmaker, best known for directing The Corporation and Manufacturing Consent: Noam Chomsky and the Media. Jennifer Abbott (born 8 January 1965) is a Canadian director, cinematographer and editor, best known as a documentary filmmaker.",,
MXIM-AV-1-12-333,Las Cruces,Centro de Producción Casa Comal,,Producción ejecutiva: Elias Jimenéz Trachtenberg; Dirrección de Producción: Pedro Díaz Valdés ,"Centro de Producción Casa Comal: ""Casa Comal fue pionera en darle impulso a un movimiento artístico y cultural y a la vez recreativo que rompió con los duros esquemas de censura y represión del pasado, abriendo espacios de expresión a artistas y jóvenes.

A lo largo de su historia, Casa Comal ha sido sinónimo de juventud, alegría y entretenimiento masivo y simultáneamente es reconocida por su labor docente, sus producciones cinematográficas y el Ícaro es parte del circuito de festivales de cine importantes del subcontinente latinoamericano.""",,,
MXIM-AV-1-12-334,Nicaragua,,,Dr. Jaime Incer Barquero,"Dr. Jaime Incer Barquero:Nació en Boaco en 1934. Estudió en el Instituto Pedagógico de Managua. Se graduó en Farmacia y Química en la Universidad Nacional Autónoma, León, en 1959. Hizo estudios de postgrado en la Universidad de Michigan, donde se graduó en Ciencias Biológicas en 1963.
Durante casi 30 años de vida profesional Jaime Incer ha recorrido, observado y fotografiado Nicaragua, por tierra, agua y aire, reconociendo y estudiando el rico escenario natural y cultural del país. Como viajero incansable por nuestro territorio, además de acucioso fotógrafo, ha logrado imprimir en la memoria y en la lente de su cámara miles de imágenes, que el mismo ha seleccionado para ilustrar la página VIAJANDO POR NICARAGUA. (Fuente. DECRETO DE OTORGAMIENTO DE LA MEDALLA DE HONOR EN ORO DE LA ASAMBLEA NACIONAL AL DOCTOR JAIME INCER BARQUERO)",,,
MXIM-AV-1-12-335,"Presentación del libro ""La fiesta del chivo"" en México ",,,Canal 22,"Canal 22, televisora pública de México, produce y difunde, mediante la tecnología a su alcance, las manifestaciones artísticas y culturales del país y del mundo. Contribuye al aprecio por las artes y el conocimiento, y promueve la diversidad y los valores de la convivencia democrática.",,,
MXIM-AV-1-12-336,Les premiers pas du cinéma- Un réve en couleur, Lobster Films,,,LobsterTrick Films is a small independent film production company located in Western North Carolina.,,,
MXIM-AV-1-12-337,Retour Flamme de 01, Lobster Films,,,LobsterTrick Films is a small independent film production company located in Western North Carolina.,,,
MXIM-AV-1-12-338,The fall of the Romanov dynasty,Kino International Corp. ,,Esfir Shub ,,"Esfir Shub (1894-1959). La realizadora y montadora soviética Esfir Shub (Esther Choub / Eshr llinitchina), pionera del montaje de archivos, se uniría tras la Revolución al movimiento vanguardista LEF (Organización de escritores de izquierda) fundado por Mayakovski. A partir de 1922 trabaja como montadora en la fábrica de Goskino (a partir de entonces Mosfilm), montando una decena de películas soviéticas y remontando unas 200 extranjeras, entre las que destaca El doctor Mabuse de Fritz Lang (1922). Tras colaborar algún tiempo con Vertov se desvió del radicalismo del “Cine-ojo” para seguir su propio camino. ",,
MXIM-AV-1-12-339,Rudos contra Técnicos,Instituto Mora,,Laboratorio Audiovisual de Investigación Social,"El Instituto Mora es una institución pública, centro CONACyT, dedicada a la investigación y docencia en historia y ciencias sociales. Se fundó en 1981, cuenta con una planta permanente de investigadores en diversas disciplinas y líneas de investigación e imparte diversos posgrados. En 1993, en el área de Historia Oral, comienza la producción audiovisual, con el documental Un pueblo en la memoria. Desde entonces el Instituto ha seguido produciendo documental a partir de los resultados de diversas investigaciones. En el 2000 se conforma el Laboratorio Audiovisual de Investigación Social, donde se ha seguido realizando documental, en el marco de su objetivo central: desarrollar investigación social con y sobre imágenes de los siglos XIX a XXI. A la fecha el Instituto ha producido: Un pueblo en la memoria, Tradición o modernidad: reto de una generación, El buen restaurador ama lo antiguo, Cuando la rumba nos conoció, Mi Multi es mi Multi, Km. C-62 Un nómada del riel, El arte de hacer ciudad, De dolor y esperanza, Revelando el rollo. Los usos de lo visual en la investigación social, El triángulo de Tacubaya, Ciudad olimpia. El año en que fuimos modernos y De la tele a la boca. Una reflexión sobre desarrollo infantil y televisión. (LAIS)",,,
MXIM-AV-1-12-340,Pic-nic,"Nadir Films,  IBCinema, Teatre de l´Ull",,Belém Gómez Duet; Juan José Benavent,,,,
MXIM-AV-1-12-341,Falamos de António Campos,Midas Películas para Figuras de la Serie Releavntes de Cultura portuguesa de BBC2 ,,Pedro Borges,,,,
MXIM-AV-1-12-342,Gandhi's Children,,,David MacDougall ,,"David MacDougall es un cineasta etnográfico, erudito y escritor de cine, las ciencias sociales y la educación. Aunque nació en los EE.UU. de padres estadounidenses y canadienses, que ha vivido en Australia desde 1975. Se educó en la Escuela Dalton, la Escuela de Putney, la Universidad de Harvard y la Universidad de California en Los Angeles. (Fuente: Ronin films. Link: http://www.roninfilms.com.au/person/139/david-macdougall.html)",,
MXIM-AV-1-12-343,Obras Documentais de Jean Rouch ,,"Coast Castle Films, SA",Les Films de la Pléiade ,,Su larga relación con los temas africanos empezó en 1941 después de trabajar como ingeniero civil supervisor de un proyecto de construcción en Níger. Poco después volvió a Francia para participar en la Resistencia francesa. Después de la segunda guerra mundial trabajó temporalmente como periodista. (Fuente: Enrique Martínez-Salanova Sánchez.  Link: http://www.uhu.es/cine.educacion/cineyeducacion/documentrealidad.htm,,
MXIM-AV-1-12-344,Some Alien Creatures,,,,,,,
MXIM-AV-1-12-345,O ´parque,,,,,,,
MXIM-AV-1-12-346,Memórias do Cativeiro,,,,,"Hebe Mattos é professora titular de História do Brasil na Universidade Federal Fluminense e coordinadora do projeto Memórias do Cativeiro no Laboratório de História Oral e Imagem (www.historia.uff.br/labhoi/escravidao); é autora de livros e artigos sobre escravidão pós-abolição e co-diretora com Martha Abreu dos filmes Memórias do Cativeiro (2005) e Jongos, Calangos e Folias (2007).                                                                                                                                                                                                                                                                                                                                                Martha Abreu é professora associada do Departamento de História e do Programa de Pós-Graduação em História da Universidade Federal Fluminense. Autora de livros e artigos sobre cultura e música negra, foi coordenadora geral do projeto Jongos, Calangos e Folias. Música Negra, memória e poesia (www.historia.uff.br/jongos) e co-diretora com Hebe Mattos dos filmes Memórias do Cativeiro (2005) e Jongos, Calangos e Folias (2007)",Donación Ana Mauad,1/09/2014
MXIM-AV-1-12-347,"Jongos, Calangos e Folias",PETROBRAS ,,Universidade Federal Fluminense-UFF,"Desde 1994 LABHOI también se proporciona como un archivo de fuentes orales, la recopilación de entrevistas en DVD dispuestos en serie. Las series se organizan a partir de las líneas de investigación de laboratorio. Cada serie consta de colecciones de entrevistas producido por la investigación llevada a cabo por los profesores del laboratorio, los estudiantes de licenciatura y posgrado, así como por investigadores asociados.
De este modo, la Historia Oral Archivo LABHOI-UFF está definido por la naturaleza experimental y didáctica de la colección, que consiste en gran parte como resultado del trabajo de pregrado o postgrado, siendo presentado y socializado con la metodología de la historia oral. (Fuente: http://www.labhoi.uff.br/node/29)","Hebe Mattos, es doctora en Historia por la Universidade Federal Fluminense (UFF), con posdoctorado en la Universidad de Maryland (1997), en la UNICAMP (Brasil, 2001) y en la Sorbona-París IV (Francia, 2008). Actualmente es profesora titular de Historia de Brasil en la UFF y coordinadora del Laboratorio de Historia Oral e Imagen de esa misma universidad. Ha sido profesora visitante en la Universidad de Michigan (1996), en la École des Hautes Études en Sciences Sociales de París (2004) y en Columbia University (2013).  Ha sido codirectora de los siguientes documentales históricos (pueden consultarse online): Memórias do cativeiro (2005); Jongos, calangos e folias. Música negra, memória e poesia (2007); Versos e cacetes. O jogo do pau na cultura afro-fluminense (2009) y Passados presentes: o fantasma dos Breves (2011). (Fuente: http://historia.fundacionmapfre.org/historia/es/coleccion/autores/hebe-mattos.jsp)",Donación Ana Mauad,1/09/2014
