"codigo_de_referencia","condiciones_de_acceso","existencia_y_localizacion_de_originales","idioma_original","doblajes_disponibles","subtitulajes","soporte","numero_copias","descripcion_fisica","color","audio","sistema_de_grabacion","region_dvd","requisitos_tecnicos"
"MXIM-AV-1-12-94","Usos reservados para consulta in situ","","Español, inglés","","Inglés, español, portugués","DVD","1 dvd","Copia de producción","Color, blanco y negro","Dolby digital","NTSC","región 4","Reproductor DVD y monitor"
"MXIM-AV-1-12-95","Usos reservados para consulta in situ","","Español, Inglés","","Inglés, español, francés","DVD, VHS","1 dvd","Copia de producción","Color, blanco y negro","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-12-96","Usos reservados para consulta in situ","","Español","","Ingés","DVD","1 dvd","Copia de producción","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-97","Usos reservados para consulta in situ","","Español, inglés","","","DVD","1 dvd","Copia de producción","Color, blanco y negro","Digital surround","NTSC","región 4","Reproductor DVD y monitor"
"MXIM-AV-1-12-98","Usos reservados para consulta in situ","","Inglés","","Español","DVD","2 dvd","Copia de producción / Copia","Color","Dolby digital","NTSC","región 4","Reproductor DVD y monitor"
"MXIM-AV-1-12-99","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-100","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs","Copia","Color","","","","Reproductor VHS y monitor"
"MXIM-AV-1-12-101","Usos reservados para consulta in situ","","Español","","","DVD","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color, blanco y negro","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-102","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color, blanco y negro","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-103","Usos reservados para consulta in situ","","Inglés, español","","Español","DVD","2 dvd","Copia","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-104","Usos reservados para consulta in situ","","","","","VHS","1 vhs","Copia de producción","Color","Stéreo","","","Reproductor VHS y monitor"
"MXIM-AV-1-12-105","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs","Copia","Color","","","","Reproductor VHS y monitor"
"MXIM-AV-1-12-106","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs","Copia","Blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-107","Usos reservados para consulta in situ","","Español, Francés","","Inglés","VHS","1 dvd","Copia de producción","Color, blanco y negro","Estéreo","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-108","Usos reservados para consulta in situ","","Español","","Inglés","DVD","1 dvd","Copia de producción","Color, blanco y negro","Estéreo","NTSC","Multiregión","Reproductor DVD y monitor"
"MXIM-AV-1-12-109","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-110","Usos reservados para consulta in situ","","Francés","","","","1 dvd","Copia de producción","Color","Dolby digital stereo 2.0","","",""
"MXIM-AV-1-12-111","Usos reservados para consulta in situ","","Español","","","DVD","2 dvd","Copias","Color","Dolby digital","NTSC","Región 1","Reproductor DVD y monitor"
"MXIM-AV-1-12-112","Usos reservados para consulta in situ","","Español","","","VHS","","","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-113","Usos reservados para consulta in situ","","Español","","","DVD","2 dvd","Copias","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-114","Usos reservados para consulta in situ","","Español","","Inglés","DVD","1 dvd","Copia de producción","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-115","Usos reservados para consulta in situ","","Huichol, español","","Español","DVD","1 dvd","Copia","Color","","","",""
"MXIM-AV-1-12-116","Usos reservados para consulta in situ","","Español","","inglés","DVD","1 dvd","Copia de producción","Color","Estéreo","NTSC","Multiregión","Reproductor DVD y monitor"
"MXIM-AV-1-12-117","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-118","Usos reservados para consulta in situ","","Español","","","","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color","","NTSC","",""
"MXIM-AV-1-12-119","Usos reservados para consulta in situ","","Español, francés","","Inglés","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-12-120","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-121","Usos reservados para consulta in situ","","Español, francés, inglés","","Inglés, francés","","1 dvd","Copia de producción","Color, blanco y negro","","PAL","región 9","Reproductor DVD y monitor"
"MXIM-AV-1-12-122","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color, blanco y negro","Estéreo","NTSC","Multiregión","Reproductor DVD y monitor"
"MXIM-AV-1-12-123","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","",""
"MXIM-AV-1-12-124","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs","Copia de producción","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-125","Usos reservados para consulta in situ","","Español","","","DVD","2 vhs","Copia de producción / Copia","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-126","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-127","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","Copia","Color","","PAL","","Reproductor VHS y monitor"
"MXIM-AV-1-12-128","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-129","Usos reservados para consulta in situ","","Español, inglés","","Inglés, español","DVD","1 dvd","Copia","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-130","Usos reservados para consulta in situ","","Indi, inglés","","","DVD","1 dvd","Copia","Color, blanco y negro","Dolby Digital","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-131","Usos reservados para consulta in situ","","Muda","","","DVD","1 dvd","Copia","Blanco y negro","Doby Digital 2.0","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-132","Usos reservados para consulta in situ","","Francés","","","DVD","1 dvd","Copia","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-133","Usos reservados para consulta in situ","","Español","","Inglés, portugués, francés, italiano","DVD","1 dvd","Copia","Color, blanco y negro","Doby Digital 2.0","","Región 4 y 1","Reproductor DVD y monitor"
"MXIM-AV-1-12-134","Usos reservados para consulta in situ","","Francés-Inglés","","Inglés","VHS / DVD","1 vhs / 1 dvd","Copias","Color, blanco y negro","monoaural","NTSC","",""
"MXIM-AV-1-12-135","Usos reservados para consulta in situ","","Polaco","","Español","DVD","1 dvd","Copia","Color, blanco y negro","Dolby Digital","NTSC","Región 4 y 1","Reproductor DVD y monitor"
"MXIM-AV-1-12-136","Usos reservados para consulta in situ","","Inglés","Español","Español, inglés","DVD","2 dvd","Copia de producción / Copia","Color","Dolby digital 2.0","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-137","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","Copia","Color, blanco y negro","","PAL","",""
"MXIM-AV-1-12-138","Usos reservados para consulta in situ","","Francés, español, inglés","","Inglés","DVD","1 dvd","Copia","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-139","Usos reservados para consulta in situ","","plattdeutsch, español","","Español","VHS","1 vhs","Copia de producción","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-140","Usos reservados para consulta in situ","","Inglés","","Español","DVD / VHS","1 vhs / 1 dvd","Copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-12-141","Usos reservados para consulta in situ","","Inglés","","Español","DVD / VHS","1 vhs / 1 dvd","Copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-12-141-6","Usos reservados para consulta in situ","","Alemán","","Español","DVD / VHS","1 vhs / 1 dvd","Copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-12-141-7","Usos reservados para consulta in situ","","Alemán","","Español","DVD / VHS","1 vhs / 1 dvd","Copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-12-141-8","Usos reservados para consulta in situ","","Alemán","","Español","DVD / VHS","1 vhs / 1 dvd","Copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-12-142","Usos reservados para consulta in situ","","Inglés","","Español","DVD / VHS","1 vhs / 1 dvd","Copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-12-143","Usos reservados para consulta in situ","","Inglés","","Español","DVD / VHS","1 vhs / 1 dvd","Copias","Color","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-12-144","Usos reservados para consulta in situ","","Portugués","","","VHS","1 vhs / 1 dvd","Copias","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-145","Usos reservados para consulta in situ","","Español","","","DVD / VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-12-146","Usos reservados para consulta in situ","","Francés, inglés, alemán","","Español","VHS","1 vhs / 1 dvd","Copia","","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-147","Usos reservados para consulta in situ","","Portugués","","Portugués","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-148","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-149","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs","Copia","Blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-150","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-151","Usos reservados para consulta in situ","","Película muda","","","VHS","1 vhs","Copia","Blanco y negro","Dolby","","",""
"MXIM-AV-1-12-152","Usos reservados para consulta in situ","","Inglés (intertítulos)","","","VHS / DVD","1 vhs / 1 dvd","Copia","","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-12-153","Usos reservados para consulta in situ","","Inglés","","Español","DVD","1 dvd","Copia de producción","Blanco y negro","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-154","Usos reservados para consulta in situ","","","","","","","","","","","",""
"MXIM-AV-1-12-155","Usos reservados para consulta in situ","","","","","","1 vhs / 1 dvd","Copia","","","","",""
"MXIM-AV-1-12-156","Usos reservados para consulta in situ","","","","","","1 dvd","Copia","","","","",""
"MXIM-AV-1-12-157","Usos reservados para consulta in situ","","Español","","","VHS","2 vhs / 1 dvd","vhs copia de producción / dvd copia","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-158","Usos reservados para consulta in situ","","Mongol","","Español, inglés, francés","DVD","1 dvd","Copia","Color","Dolby o Sorround","NTSC","",""
"MXIM-AV-1-12-159","Usos reservados para consulta in situ","","Español","","Inglés","DVD","1 dvd","Copia","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-160","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color","Estéreo","NTSC","multiregión","Reproductor DVD y monitor"
"MXIM-AV-1-12-161","Usos reservados para consulta in situ","","Español, quechua","","Español","DVD","1 dvd","Copia","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-162","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 2 dvd","vhs copia de producción / dvd copia","Color, blanco y negro","","NTSC","Región 4","Reproductor VHS y monitor"
"MXIM-AV-1-12-163","Usos reservados para consulta in situ","","Español","","Francés","VHS","1 vhs","Copia","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-164","Usos reservados para consulta in situ","","Español, inglés","","Español","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-165","Usos reservados para consulta in situ","","Inglés","","Español","DVD","1 dvd","Copia","Color","Dolby digital 2.0","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-166","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-167","Usos reservados para consulta in situ","","Español","","","VHS","2 vhs / 1 dvd","1 vhs copia de producción / 1 vhs y dvd copias","Color","","PAL / NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-168","Usos reservados para consulta in situ","","","","","","1 dvd","Copia de producción","","","","",""
"MXIM-AV-1-12-169","Usos reservados para consulta in situ","","Español","","Inglés","DVD","1 dvd","Copia de producción","Color","Dolby Digital","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-170","Usos reservados para consulta in situ","","Inglés","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-171","Usos reservados para consulta in situ","","Español","","","DVD","2 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-172","Usos reservados para consulta in situ","","Inglés","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-173","Usos reservados para consulta in situ","","Quechua, castellano","","Español, inglés","DVD","1 dvd","Copia de producción","Color","Digital 5.1","PAL Digital","","Reproductor DVD y monitor"
"MXIM-AV-1-12-174","Usos reservados para consulta in situ","","Español","","Español, inglés","DVD","1 dvd","Copia de producción","Color","Digital 5.1","PAL Digital","","Reproductor DVD y monitor"
"MXIM-AV-1-12-175","Usos reservados para consulta in situ","","Maya quiché, español","","Español, inglés","DVD","1 dvd","Copia de producción","Color","Digital 5.1","PAL Digital","","Reproductor DVD y monitor"
"MXIM-AV-1-12-176","Usos reservados para consulta in situ","","Aymará, español","","Español, inglés","DVD","1 dvd","Copia de producción","Color","Digital 5.1","PAL Digital","","Reproductor DVD y monitor"
"MXIM-AV-1-12-177","Usos reservados para consulta in situ","","Huichol, español","","Español, inglés","DVD","1 dvd","Copia de producción","Color","Digital 5.1","PAL Digital","","Reproductor DVD y monitor"
"MXIM-AV-1-12-178","Usos reservados para consulta in situ","","Rarámuri, español","","Español, inglés","DVD","1 dvd","Copia de producción","Color","Digital 5.1","PAL Digital","","Reproductor DVD y monitor"
"MXIM-AV-1-12-179","Usos reservados para consulta in situ","","Inglés,Khmer(idioma oficial de Cambodia)","","Inglés","DVD","","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-180","Usos reservados para consulta in situ","","Español","","","VHS","2 vhs / 2 dvd","vhs y 1 dvd copia de producción / 1 dvd copia","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-181","Usos reservados para consulta in situ","","Español, maya","","Inglés","DVD","1 dvd","Copia","Color","Stéreo","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-182","Usos reservados para consulta in situ","","Español","","","","1 dvd","Copia de producción","Color","","","",""
"MXIM-AV-1-12-183","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color, blanco y negro","Estéreo","NTSC","multiregión","Reproductor DVD y monitor"
"MXIM-AV-1-12-184","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","Copias","Color, blanco y negro","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-185","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copias","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-186","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","vhs copia de producción / dvd copia","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-187","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs / 1 dvd","Copias","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-12-356","Usos reservados para consulta in situ","","","","","DVD / VHS","1 vhs / 1 dvd","Copias","Color, blanco y negro","Mono","NTSC","","Reproductor VHS / DVD y monitor"
"MXIM-AV-1-12-354","Usos reservados para consulta in situ","","","","","DVD","1","","Color","","","",""
"MXIM-AV-1-12-355","Usos reservados para consulta in situ","","","","","","","","","","","",""
"MXIM-AV-1-12-357","Usos reservados para consulta in situ","","","","","","","","","","","",""
"MXIM-AV-1-12-358","Usos reservados para consulta in situ","","","","","","","","","","","",""
"MXIM-AV-1-12-359","Usos reservados para consulta in situ","","","","","","","","","","","",""
"MXIM-AV-1-12-360","Usos reservados para consulta in situ","","","","","","","","","","","",""
"MXIM-AV-1-12-361","Usos reservados para consulta in situ","","","","","","","","","","","",""
"MXIM-AV-1-12-362","Usos reservados para consulta in situ","","","","","","","","","","","",""
"MXIM-AV-1-12-363","Usos reservados para consulta in situ","","","","","","","","","","","",""
"MXIM-AV-1-12-364","Usos reservados para consulta in situ","","","","","","","","","","","",""
"MXIM-AV-1-12-189","Usos reservados para consulta in situ","","Náhuatl, español","Español","","VHS","1 vhs","Copia de producción","Color","","","","Reproductor VHS y monitor"
"MXIM-AV-1-12-190","Usos reservados para consulta in situ","","Náhuatl, español","Español","","VHS","1 vhs","Copia de producción","Color","","","","Reproductor VHS y monitor"
"MXIM-AV-1-12-191","Usos reservados para consulta in situ","","Náhuatl, español","Español","","VHS","1 vhs","Copia de producción","Color","","","","Reproductor VHS y monitor"
"MXIM-AV-1-12-192","Usos reservados para consulta in situ","","Náhuatl, español","Español","","VHS","1 vhs","Copia de producción","Color","","","","Reproductor VHS y monitor"
"MXIM-AV-1-12-193","Usos reservados para consulta in situ","","Náhuatl, español","Español","","VHS","1 vhs","Copia de producción","Color","","","","Reproductor VHS y monitor"
"MXIM-AV-1-12-194","Usos reservados para consulta in situ","","Náhuatl, español","Español","","VHS","1 vhs","Copia de producción","Color","","","","Reproductor VHS y monitor"
"MXIM-AV-1-12-195","Usos reservados para consulta in situ","","Náhuatl, español","Español","","VHS","1 vhs","Copia de producción","Color","","","","Reproductor VHS y monitor"
"MXIM-AV-1-12-196","Usos reservados para consulta in situ","","Náhuatl, español","Español","","VHS","1 vhs","Copia de producción","Color","","","","Reproductor VHS y monitor"
"MXIM-AV-1-12-197","Usos reservados para consulta in situ","","Náhuatl, español","Español","","VHS","1 vhs","Copia de producción","Color","","","","Reproductor VHS y monitor"
"MXIM-AV-1-12-198","Usos reservados para consulta in situ","","Náhuatl, español","Español","","VHS","1 vhs","Copia de producción","Color","","","","Reproductor VHS y monitor"
"MXIM-AV-1-12-199","Usos reservados para consulta in situ","","Inglés","Español","Español, inglés","DVD","1 dvd","Copia de producción","Color, blanco y negro","Dolby Digital","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-200","Usos reservados para consulta in situ","","Inglés","Español","Español, inglés","DVD","1 dvd","Copia de producción","Color, blanco y negro","Dolby Digital","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-201","Usos reservados para consulta in situ","","Inglés","Español","Español, inglés","DVD","1 dvd","Copia de producción","Color, blanco y negro","Dolby Digital","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-202","Usos reservados para consulta in situ","","Inglés","Español","Español, inglés","DVD","1 dvd","Copia de producción","Color, blanco y negro","Dolby Digital","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-203","Usos reservados para consulta in situ","","Inglés","Español","Español, inglés","DVD","1 dvd","Copia de producción","Color, blanco y negro","Dolby Digital","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-204","Usos reservados para consulta in situ","","Inglés","Español","Español, inglés","DVD","1 dvd","Copia de producción","Color, blanco y negro","Dolby Digital","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-205","Usos reservados para consulta in situ","","Inglés","Español","Español, inglés","DVD","1 dvd","Copia de producción","Color, blanco y negro","Dolby Digital","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-206","Usos reservados para consulta in situ","","Inglés","Español","Español, inglés","DVD","1 dvd","Copia de producción","Color, blanco y negro","Dolby Digital","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-207","Usos reservados para consulta in situ","","Inglés","Español","Español, inglés","DVD","1 dvd","Copia de producción","Color, blanco y negro","Dolby Digital","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-208","Usos reservados para consulta in situ","","Inglés","Español","Español, inglés","DVD","1 dvd","Copia de producción","Color, blanco y negro","Dolby Digital","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-209","Usos reservados para consulta in situ","","Inglés","Español","Español, inglés","DVD","1 dvd","Copia de producción","Color, blanco y negro","Dolby Digital","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-210","Usos reservados para consulta in situ","","Inglés","Español","Español, inglés","DVD","1 dvd","Copia de producción","Color, blanco y negro","Dolby Digital","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-211","Usos reservados para consulta in situ","","Inglés","","","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-212","Usos reservados para consulta in situ","","Kichwa (Quechua), Español","","Portugués, español","DVD","1 dvd","Copia de producción","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-213","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-214","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","Blanco y negro","","NTSC","Región 2","Reproductor DVD y monitor de TV"
"MXIM-AV-1-12-215","Usos reservados para consulta in situ","","Portugués","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y Monitor"
"MXIM-AV-1-12-216","Usos reservados para consulta in situ","","Portugués, Francés, Yorubá","","Portugués","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y Monitor"
"MXIM-AV-1-12-217","Usos reservados para consulta in situ","","Película muda","","","DVD","","","Blanco y negro","","","","Reproductor DVD y Monitor"
"MXIM-AV-1-12-218","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia","Blanco y negro","","","","Reproductor DVD y Monitor"
"MXIM-AV-1-12-219","Usos reservados para consulta in situ","","Español, inglés","","Portugués","DVD","2 dvd","Copias","Color","","","","Reproductor DVD y Monitor"
"MXIM-AV-1-12-220","Usos reservados para consulta in situ","","Espñaol","","","DVD","1 dvd","Copia","Color","","","","Reproductor DVD y Monitor"
"MXIM-AV-1-12-221","Usos reservados para consulta in situ","","Español","","Inglés, español","DVD","1 dvd ","Copia de producción","Color","Dolby Digital 2.0","","región 0","Reproductor DVD y Monitor "
"MXIM-AV-1-12-222","Usos reservados para consulta in situ","","Inglés","","Español, francés, inglés","DVD","1 dvd","Copia","Color","","","","Reproductor DVD y Monitor"
"MXIM-AV-1-12-223","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color","","","","Reproductor DVD y Monitor"
"MXIM-AV-1-12-224","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color","","","","Reproductor DVD y Monitor"
"MXIM-AV-1-12-225","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color","","","","Reproductor DVD y Monitor"
"MXIM-AV-1-12-226","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color","","","","Reproductor DVD y Monitor"
"MXIM-AV-1-12-227","Usos reservados para consulta in situ","","Protugués","","Inglés","DVD","3 dvd","1 copia de producción / 2 copias","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-228","Usos reservados para consulta in situ","","Alemán","","Español","DVD","1 dvd","Copia de producción","Color","Dolby Digital","","región 4","Reproductor DVD y monitor"
"MXIM-AV-1-12-229","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","Color","","PAL","","Reproductor DVD y monitor"
"MXIM-AV-1-12-230","Usos reservados para consulta in situ","","Español","","","VHS","","","Color, blanco y negro","","","","Reproductor VHS y monitor"
"MXIM-AV-1-12-231","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción ","Color, blanco y negro","","","","Reproductor DVD  y monitor"
"MXIM-AV-1-12-232","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia de producción","","","","",""
"MXIM-AV-1-12-233","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color, blanco y negro","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-234","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-235","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-236","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color, blanco y negro","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-237","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color, blanco y negro","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-238","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs","Copia de producción","Color, blanco y negro","","PAL","","Reproductor VHS y monitor"
"MXIM-AV-1-12-239","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs","Copia de producción","Color, blanco y negro","","PAL","","Reproductor VHS y monitor"
"MXIM-AV-1-12-240","Usos reservados para consulta in situ","","Español","","","VHS","1 vhs","Copia de producción","Color, blanco y negro","","PAL","","Reproductor VHS y monitor"
"MXIM-AV-1-12-241","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-242","Usos reservados para consulta in situ","","","","","DVD / VHS","1 vhs / 1 dvd","Copia","Color, blanco y negro","","","","Reproductor VHS/DVD y monitor"
"MXIM-AV-1-12-243","Usos reservados para consulta in situ","","Español, inglés","","Español","DVD","1 dvd","Copia de producción","Color","Audio Stereo","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-244","Usos reservados para consulta in situ","","Español","","","DVD","","","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-245","Usos reservados para consulta in situ","","Español","","","DVD","","","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-246","Usos reservados para consulta in situ","","Español","","","DVD","","","Color, blanco y negro","","NTSC","",""
"MXIM-AV-1-12-247","Usos reservados para consulta in situ","","Español","","","DVD","","","","","NTSC","",""
"MXIM-AV-1-12-248","Usos reservados para consulta in situ","","Español","","","DVD","","","","","NTSC","",""
"MXIM-AV-1-12-249","Usos reservados para consulta in situ","","Español","","","DVD","","","","","NTSC","",""
"MXIM-AV-1-12-250","Usos reservados para consulta in situ","","Español","","","DVD","","","","","NTSC","",""
"MXIM-AV-1-12-251","Usos reservados para consulta in situ","","Español","","","DVD","","","","","NTSC","",""
"MXIM-AV-1-12-252","Usos reservados para consulta in situ","","Español","","","DVD","","","","","NTSC","",""
"MXIM-AV-1-12-253","Usos reservados para consulta in situ","","Español","","","DVD","","","","","NTSC","",""
"MXIM-AV-1-12-254","Usos reservados para consulta in situ","","Español","","","DVD","","","","","NTSC","",""
